x,y,value
PER,PER,1.0
PER,TS%,0.7490088108471515
PER,3PAr,0.09600130905031089
PER,FTr,0.4890867201085391
PER,ORB%,-0.10776750315631552
PER,DRB%,0.23629855159429924
PER,AST%,0.5465578889510977
PER,STL%,0.5596232618644406
PER,BLK%,-0.10226110311736446
PER,TOV%,-0.08418612686124709
PER,USG%,0.4821730282352735
PER,OWS,0.7775976773867227
PER,DWS,0.5368280594439974
PER,WS,0.7799050978661316
PER,WS/48,0.8571327067999867
PER,OBPM,0.9092379216123714
PER,DBPM,0.3330491633095048
PER,BPM,0.8889822329593712
PER,VORP,0.815636745802367
PER,ORPM,0.6666286238251532
PER,DRPM,0.23283484692444262
PER,RPM,0.6421746690030515
PER,RPM_WINS,0.6781408438601051
TS%,PER,0.7490088108471515
TS%,TS%,1.0
TS%,3PAr,0.5461706215030433
TS%,FTr,0.3760292252005887
TS%,ORB%,-0.12329798550147254
TS%,DRB%,-0.15217660542577113
TS%,AST%,-0.004363334715328048
TS%,STL%,0.2584746136434734
TS%,BLK%,-0.07489756333882944
TS%,TOV%,-0.40893877719847926
TS%,USG%,0.1471043800759393
TS%,OWS,0.837501517211205
TS%,DWS,0.5231520615867556
TS%,WS,0.8240240880071571
TS%,WS/48,0.8827379945913525
TS%,OBPM,0.862950756528402
TS%,DBPM,0.24450313136103505
TS%,BPM,0.8159347237201731
TS%,VORP,0.7701606766431901
TS%,ORPM,0.6724364348710187
TS%,DRPM,0.3259143403734705
TS%,RPM,0.6995044022412282
TS%,RPM_WINS,0.7219485275443014
3PAr,PER,0.09600130905031089
3PAr,TS%,0.5461706215030433
3PAr,3PAr,1.0
3PAr,FTr,-0.24470351377126554
3PAr,ORB%,0.062392521385449
3PAr,DRB%,-0.3509997701589854
3PAr,AST%,-0.3534062526041944
3PAr,STL%,-0.3324712012204023
3PAr,BLK%,-0.20325737287924053
3PAr,TOV%,-0.5823458291118775
3PAr,USG%,-0.09238956915054944
3PAr,OWS,0.4354201026339081
3PAr,DWS,0.129760792028808
3PAr,WS,0.3817656189649431
3PAr,WS/48,0.3535754562138514
3PAr,OBPM,0.4649166349527569
3PAr,DBPM,-0.07702774188582101
3PAr,BPM,0.3541604807301355
3PAr,VORP,0.38279940633260623
3PAr,ORPM,0.5163063005753886
3PAr,DRPM,-0.024945554334550393
3PAr,RPM,0.38072868771500584
3PAr,RPM_WINS,0.37162005489599664
FTr,PER,0.4890867201085391
FTr,TS%,0.3760292252005887
FTr,3PAr,-0.24470351377126554
FTr,FTr,1.0
FTr,ORB%,0.0008774995588219334
FTr,DRB%,0.1808236089728064
FTr,AST%,0.3112052357796678
FTr,STL%,0.4869701129113209
FTr,BLK%,0.1438864058657253
FTr,TOV%,0.2177032307982359
FTr,USG%,0.19689498627471838
FTr,OWS,0.3642235177747333
FTr,DWS,0.35020680950382976
FTr,WS,0.39717749152356846
FTr,WS/48,0.38646062397516
FTr,OBPM,0.3490927365127122
FTr,DBPM,0.2886412317411302
FTr,BPM,0.4104071785943624
FTr,VORP,0.39995596684650275
FTr,ORPM,0.20858971974588608
FTr,DRPM,0.26070592885559046
FTr,RPM,0.30767473497541636
FTr,RPM_WINS,0.3589817697229583
ORB%,PER,-0.10776750315631552
ORB%,TS%,-0.12329798550147254
ORB%,3PAr,0.062392521385449
ORB%,FTr,0.0008774995588219334
ORB%,ORB%,1.0
ORB%,DRB%,0.25034085624470326
ORB%,AST%,-0.21479110827693373
ORB%,STL%,0.3322542705641682
ORB%,BLK%,0.3416540199355743
ORB%,TOV%,0.08963803666779971
ORB%,USG%,-0.10742630033983185
ORB%,OWS,-0.22907763714508395
ORB%,DWS,-0.05237022777700523
ORB%,WS,-0.19712449937531923
ORB%,WS/48,-0.0587097765957898
ORB%,OBPM,-0.09965708650429049
ORB%,DBPM,0.4520837542825303
ORB%,BPM,0.10360538018672417
ORB%,VORP,-0.017611766582692492
ORB%,ORPM,0.0022818166451780576
ORB%,DRPM,0.17899680101948573
ORB%,RPM,0.10345086185144726
ORB%,RPM_WINS,-0.08670761094584539
DRB%,PER,0.23629855159429924
DRB%,TS%,-0.15217660542577113
DRB%,3PAr,-0.3509997701589854
DRB%,FTr,0.1808236089728064
DRB%,ORB%,0.25034085624470326
DRB%,DRB%,1.0
DRB%,AST%,0.4722159330205928
DRB%,STL%,0.437182501104625
DRB%,BLK%,0.13869728915665705
DRB%,TOV%,0.5580781830534097
DRB%,USG%,0.16152901538811762
DRB%,OWS,-0.21845260473534425
DRB%,DWS,0.1990261439863238
DRB%,WS,-0.11101681168304993
DRB%,WS/48,0.031582379220919846
DRB%,OBPM,-0.024073143522180214
DRB%,DBPM,0.5183092016393935
DRB%,BPM,0.19281132133303636
DRB%,VORP,0.03521604361105541
DRB%,ORPM,-0.14339203880329787
DRB%,DRPM,0.19397114441242955
DRB%,RPM,0.0005389596044895679
DRB%,RPM_WINS,-0.042476377330863645
AST%,PER,0.5465578889510977
AST%,TS%,-0.004363334715328048
AST%,3PAr,-0.3534062526041944
AST%,FTr,0.3112052357796678
AST%,ORB%,-0.21479110827693373
AST%,DRB%,0.4722159330205928
AST%,AST%,1.0
AST%,STL%,0.42665624493435766
AST%,BLK%,-0.30492256995593503
AST%,TOV%,0.5449073130291268
AST%,USG%,0.3892494607273219
AST%,OWS,0.2840244257467459
AST%,DWS,0.27509022616245193
AST%,WS,0.3071269540279922
AST%,WS/48,0.27190904591552045
AST%,OBPM,0.3391467290926509
AST%,DBPM,0.17008808122970165
AST%,BPM,0.34962179029375623
AST%,VORP,0.367082954628344
AST%,ORPM,0.24700092318560696
AST%,DRPM,0.0038724313333448088
AST%,RPM,0.1911217487059091
AST%,RPM_WINS,0.2858294901421974
STL%,PER,0.5596232618644406
STL%,TS%,0.2584746136434734
STL%,3PAr,-0.3324712012204023
STL%,FTr,0.4869701129113209
STL%,ORB%,0.3322542705641682
STL%,DRB%,0.437182501104625
STL%,AST%,0.42665624493435766
STL%,STL%,1.0
STL%,BLK%,0.1743282473136799
STL%,TOV%,0.32195688488693747
STL%,USG%,-0.07961394045679515
STL%,OWS,0.25657259683588735
STL%,DWS,0.534643688957284
STL%,WS,0.373276307621742
STL%,WS/48,0.5376724002514879
STL%,OBPM,0.35077730442606087
STL%,DBPM,0.747055665394269
STL%,BPM,0.5978686803601388
STL%,VORP,0.45199698417962975
STL%,ORPM,0.2485390410066019
STL%,DRPM,0.5386120464851087
STL%,RPM,0.49613606869888627
STL%,RPM_WINS,0.4802138185039197
BLK%,PER,-0.10226110311736446
BLK%,TS%,-0.07489756333882944
BLK%,3PAr,-0.20325737287924053
BLK%,FTr,0.1438864058657253
BLK%,ORB%,0.3416540199355743
BLK%,DRB%,0.13869728915665705
BLK%,AST%,-0.30492256995593503
BLK%,STL%,0.1743282473136799
BLK%,BLK%,1.0
BLK%,TOV%,-0.02108557335728122
BLK%,USG%,-0.12056701909198712
BLK%,OWS,-0.2125257753497608
BLK%,DWS,0.18107092711517456
BLK%,WS,-0.10953943334225162
BLK%,WS/48,-0.11781406102281482
BLK%,OBPM,-0.1708972870926041
BLK%,DBPM,0.37013589597228724
BLK%,BPM,0.008561084577460784
BLK%,VORP,-0.009718466001368064
BLK%,ORPM,-0.33590502516431814
BLK%,DRPM,0.05222126860689103
BLK%,RPM,-0.22724873681755856
BLK%,RPM_WINS,-0.192497642789894
TOV%,PER,-0.08418612686124709
TOV%,TS%,-0.40893877719847926
TOV%,3PAr,-0.5823458291118775
TOV%,FTr,0.2177032307982359
TOV%,ORB%,0.08963803666779971
TOV%,DRB%,0.5580781830534097
TOV%,AST%,0.5449073130291268
TOV%,STL%,0.32195688488693747
