,PER,TS%,3PAr,FTr,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,ORPM,DRPM,RPM,RPM_WINS
PER,1.0,0.7490088108471515,0.09600130905031089,0.4890867201085391,-0.10776750315631552,0.23629855159429924,0.5465578889510977,0.5596232618644406,-0.10226110311736446,-0.08418612686124709,0.4821730282352735,0.7775976773867227,0.5368280594439974,0.7799050978661316,0.8571327067999867,0.9092379216123714,0.3330491633095048,0.8889822329593712,0.815636745802367,0.6666286238251532,0.23283484692444262,0.6421746690030515,0.6781408438601051
TS%,0.7490088108471515,1.0,0.5461706215030433,0.3760292252005887,-0.12329798550147254,-0.15217660542577113,-0.004363334715328048,0.2584746136434734,-0.07489756333882944,-0.40893877719847926,0.1471043800759393,0.837501517211205,0.5231520615867556,0.8240240880071571,0.8827379945913525,0.862950756528402,0.24450313136103505,0.8159347237201731,0.7701606766431901,0.6724364348710187,0.3259143403734705,0.6995044022412282,0.7219485275443014
3PAr,0.09600130905031089,0.5461706215030433,1.0,-0.24470351377126554,0.062392521385449,-0.3509997701589854,-0.3534062526041944,-0.3324712012204023,-0.20325737287924053,-0.5823458291118775,-0.09238956915054944,0.4354201026339081,0.129760792028808,0.3817656189649431,0.3535754562138514,0.4649166349527569,-0.07702774188582101,0.3541604807301355,0.38279940633260623,0.5163063005753886,-0.024945554334550393,0.38072868771500584,0.37162005489599664
FTr,0.4890867201085391,0.3760292252005887,-0.24470351377126554,1.0,0.0008774995588219334,0.1808236089728064,0.3112052357796678,0.4869701129113209,0.1438864058657253,0.2177032307982359,0.19689498627471838,0.3642235177747333,0.35020680950382976,0.39717749152356846,0.38646062397516,0.3490927365127122,0.2886412317411302,0.4104071785943624,0.39995596684650275,0.20858971974588608,0.26070592885559046,0.30767473497541636,0.3589817697229583
ORB%,-0.10776750315631552,-0.12329798550147254,0.062392521385449,0.0008774995588219334,1.0,0.25034085624470326,-0.21479110827693373,0.3322542705641682,0.3416540199355743,0.08963803666779971,-0.10742630033983185,-0.22907763714508395,-0.05237022777700523,-0.19712449937531923,-0.0587097765957898,-0.09965708650429049,0.4520837542825303,0.10360538018672417,-0.017611766582692492,0.0022818166451780576,0.17899680101948573,0.10345086185144726,-0.08670761094584539
DRB%,0.23629855159429924,-0.15217660542577113,-0.3509997701589854,0.1808236089728064,0.25034085624470326,1.0,0.4722159330205928,0.437182501104625,0.13869728915665705,0.5580781830534097,0.16152901538811762,-0.21845260473534425,0.1990261439863238,-0.11101681168304993,0.031582379220919846,-0.024073143522180214,0.5183092016393935,0.19281132133303636,0.03521604361105541,-0.14339203880329787,0.19397114441242955,0.0005389596044895679,-0.042476377330863645
AST%,0.5465578889510977,-0.004363334715328048,-0.3534062526041944,0.3112052357796678,-0.21479110827693373,0.4722159330205928,1.0,0.42665624493435766,-0.30492256995593503,0.5449073130291268,0.3892494607273219,0.2840244257467459,0.27509022616245193,0.3071269540279922,0.27190904591552045,0.3391467290926509,0.17008808122970165,0.34962179029375623,0.367082954628344,0.24700092318560696,0.0038724313333448088,0.1911217487059091,0.2858294901421974
STL%,0.5596232618644406,0.2584746136434734,-0.3324712012204023,0.4869701129113209,0.3322542705641682,0.437182501104625,0.42665624493435766,1.0,0.1743282473136799,0.32195688488693747,-0.07961394045679515,0.25657259683588735,0.534643688957284,0.373276307621742,0.5376724002514879,0.35077730442606087,0.747055665394269,0.5978686803601388,0.45199698417962975,0.2485390410066019,0.5386120464851087,0.49613606869888627,0.4802138185039197
BLK%,-0.10226110311736446,-0.07489756333882944,-0.20325737287924053,0.1438864058657253,0.3416540199355743,0.13869728915665705,-0.30492256995593503,0.1743282473136799,1.0,-0.02108557335728122,-0.12056701909198712,-0.2125257753497608,0.18107092711517456,-0.10953943334225162,-0.11781406102281482,-0.1708972870926041,0.37013589597228724,0.008561084577460784,-0.009718466001368064,-0.33590502516431814,0.05222126860689103,-0.22724873681755856,-0.192497642789894
TOV%,-0.08418612686124709,-0.40893877719847926,-0.5823458291118775,0.2177032307982359,0.08963803666779971,0.5580781830534097,0.5449073130291268,0.32195688488693747,-0.02108557335728122,1.0,0.01150469436526769,-0.3159691073975243,0.01089498021872609,-0.24494006192205675,-0.2642033293548115,-0.3403776729896549,0.27018512717590204,-0.17085933927119237,-0.16943036024006128,-0.32585944297122166,0.18325349117190637,-0.1451130393134121,-0.12102469660191913
USG%,0.4821730282352735,0.1471043800759393,-0.09238956915054944,0.19689498627471838,-0.10742630033983185,0.16152901538811762,0.3892494607273219,-0.07961394045679515,-0.12056701909198712,0.01150469436526769,1.0,0.15439711625907737,-0.04784732839959761,0.10394010997680277,0.06293176224948331,0.33821863729884083,-0.27756542451444044,0.16584818064347234,0.19365307964846012,0.29991529113808013,-0.2812283314774498,0.06960027341222319,-0.016596624869936533
OWS,0.7775976773867227,0.837501517211205,0.4354201026339081,0.3642235177747333,-0.22907763714508395,-0.21845260473534425,0.2840244257467459,0.25657259683588735,-0.2125257753497608,-0.3159691073975243,0.15439711625907737,1.0,0.5611499511676898,0.9637199558677274,0.887364635600397,0.9049291350211793,0.17583609865787495,0.8211712743052894,0.9081406725389854,0.7749276328643496,0.17964594625218566,0.6947865710681693,0.8354972706998769
