,PER,TS%,3PAr,FTr,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,ORPM,DRPM,RPM,RPM_WINS
DWS,0.2982475589256491,-0.05352181194784679,-0.01636699616276431,0.14410775387896804,0.5661195701829381,0.1340585869872927,0.35699102883808354,0.22538871329655893,0.2569516296490067,-0.003993162184833592,0.19263817309374406,0.5307000334464843,1.0,0.7642035462539424,0.29252867185863823,0.3682336846140669,0.6556502897223361,0.572481819256607,0.7788811672849124,0.5163673493013425,0.50126144101508,0.6642732158336266,0.7775223174489806
WS,0.5227482833617074,0.2166956661668281,0.24853587357032494,0.2784510915815288,0.29563789538380275,0.0374523187634693,0.4000094459859687,0.060139566605867986,0.006801871892920889,-0.21207046294296647,0.3333251615463359,0.9520732479642723,0.7642035462539424,1.0,0.48785649783071067,0.6287560950588793,0.35888836320846046,0.6442276360542764,0.9345461149505447,0.8967532297439319,0.3075382105314375,0.8591581501145178,0.9453789406609493
WS/48,0.9118726480185619,0.7241447125761624,0.1488530347292993,0.2787785324363719,0.0492724627377073,0.13099379028811045,0.3029386896822157,0.17846024981708644,-0.07858766900006768,-0.6581061315678056,-0.18349295709111402,0.5008064585065232,0.29252867185863823,0.48785649783071067,1.0,0.8894021343469455,0.20572323866339268,0.7788588602150296,0.4560985848014029,0.5069340794430605,0.2112882442473268,0.5052623706769988,0.43648267234144544
OBPM,0.842027927832046,0.4816224193933582,0.34735283990969584,0.38844660088329996,0.11317255849032137,-0.14998084532372405,0.4647902520816834,0.15815118138618028,-0.017750231708238414,-0.6567004391198645,-0.0182075383846829,0.6500421734891034,0.3682336846140669,0.6287560950588793,0.8894021343469455,1.0,0.30808048804575594,0.908930552707599,0.5772623731818022,0.7017394838810155,0.06327243679224778,0.5795413321222712,0.5744225195535595
DBPM,0.04812846451687596,-0.3713678371059924,0.08802476273311725,0.396520423856295,0.6506081422284326,-0.3152092593609487,0.4021816723936311,0.612642132353663,0.5773106151801265,0.055721990974615804,-0.2805908715747547,0.16024177236811626,0.6556502897223361,0.35888836320846046,0.20572323866339268,0.30808048804575594,1.0,0.6766312313819661,0.40206959667583486,0.1619488733858718,0.5032825714936198,0.38934298718831534,0.40167753999942857
BPM,0.6725249232266424,0.2103620602211571,0.3075553885931142,0.4740146744891944,0.3731706712030992,-0.2538485668534685,0.5349218396067769,0.3906630024150551,0.23760170493298566,-0.4840214680627021,-0.13789155124825797,0.5736584788765963,0.572481819256607,0.6442276360542764,0.7788588602150296,0.908930552707599,0.6766312313819661,1.0,0.6230390238373615,0.6138078712689498,0.27016729030431275,0.6192810930822371,0.6205312642240165
VORP,0.5469176007876053,0.1952382021204795,0.15488103858751015,0.3155491197645777,0.38953421155332246,0.1822077851880106,0.4253615165425626,0.1411058344481969,0.10202917360111136,-0.15986454465364602,0.4223466956118385,0.8577387492344812,0.7788811672849124,0.9345461149505447,0.4560985848014029,0.5772623731818022,0.40206959667583486,0.6230390238373615,1.0,0.8231930091666645,0.4033552362917141,0.8519917802195038,0.9450225740949748
ORPM,0.5763199934361463,0.3118631482562886,0.37601666168682757,0.31664559444611756,0.07843763363450716,-0.04705370222693792,0.3954609105349259,-0.015363223757910353,-0.08582136362118399,-0.3385668246882291,0.4066189944370482,0.9330155322744075,0.5163673493013425,0.8967532297439319,0.5069340794430605,0.7017394838810155,0.1619488733858718,0.6138078712689498,0.8231930091666645,1.0,0.1473862111872456,0.855792359533919,0.8597667288863984
DRPM,0.13088646873152296,0.03362999111526958,-0.02143489685133065,0.21018996169708898,0.35261677393309687,0.3146272812420666,0.05993183176673112,0.39638019275035874,0.30834798866702195,0.10354676208555876,-0.14677930197213157,0.16632872223920633,0.50126144101508,0.3075382105314375,0.2112882442473268,0.06327243679224778,0.5032825714936198,0.27016729030431275,0.4033552362917141,0.1473862111872456,1.0,0.6378018302269853,0.4768870219306631
RPM,0.5172408496024357,0.26043885298190517,0.2815948268995593,0.3565093910198833,0.2455094331404181,0.1279190353691508,0.3392935167887751,0.19535590799934818,0.09444620632269658,-0.20948537043935636,0.23986593712400386,0.8135387674799988,0.6642732158336266,0.8591581501145178,0.5052623706769988,0.5795413321222712,0.38934298718831534,0.6192810930822371,0.8519917802195038,0.855792359533919,0.6378018302269853,1.0,0.9189313481917499
RPM_WINS,0.48688476623410964,0.16777998680986783,0.23980105585090722,0.3202521162099935,0.34013549978203056,0.1000323286379597,0.38849939285250956,0.1386077929305525,0.07586691261352911,-0.16884872209286633,0.3263797551037914,0.8720491000078622,0.7775223174489806,0.9453789406609493,0.43648267234144544,0.5744225195535595,0.40167753999942857,0.6205312642240165,0.9450225740949748,0.8597667288863984,0.4768870219306631,0.9189313481917499,1.0
