x,y,value
PER,PER,1.0
PER,TS%,0.7282933628333703
PER,3PAr,0.15740427851412533
PER,FTr,0.5121658064668076
PER,ORB%,0.23386462013265413
PER,DRB%,0.35455268079212315
PER,AST%,0.7058257838854114
PER,STL%,0.130547669298726
PER,BLK%,-0.1308558461338413
PER,TOV%,-0.44087281892347885
PER,USG%,0.8287340447498909
PER,OWS,0.9419819986719986
PER,DWS,0.6823043639152397
PER,WS,0.9456983597320732
PER,WS/48,0.9213236072486439
PER,OBPM,0.9689307816501799
PER,DBPM,0.14088876813305565
PER,BPM,0.9169286127479589
PER,VORP,0.910659394006725
PER,ORPM,0.9565219160809943
PER,DRPM,0.0921328232162474
PER,RPM,0.8618178304489615
PER,RPM_WINS,0.899354423300284
TS%,PER,0.7282933628333703
TS%,TS%,1.0
TS%,3PAr,0.48648464237198696
TS%,FTr,0.4635597670273698
TS%,ORB%,-0.1673753219577772
TS%,DRB%,-0.17284791568347907
TS%,AST%,0.2649041336197313
TS%,STL%,-0.06250435686336085
TS%,BLK%,-0.34661111603311057
TS%,TOV%,-0.4922044401573701
TS%,USG%,0.49891667220106545
TS%,OWS,0.8057986291239204
TS%,DWS,0.3056975993789234
TS%,WS,0.7414195284177805
TS%,WS/48,0.8353886164603312
TS%,OBPM,0.7950202770732683
TS%,DBPM,-0.24583041514191112
TS%,BPM,0.6091706802015947
TS%,VORP,0.5965998765519382
TS%,ORPM,0.7788911356441512
TS%,DRPM,0.06368784458482493
TS%,RPM,0.6969280514647875
TS%,RPM_WINS,0.6722197447162221
3PAr,PER,0.15740427851412533
3PAr,TS%,0.48648464237198696
3PAr,3PAr,1.0
3PAr,FTr,0.04823382030906536
3PAr,ORB%,-0.31747654396218217
3PAr,DRB%,-0.19116763979101187
3PAr,AST%,-0.14485023534134056
3PAr,STL%,-0.07673339796482559
3PAr,BLK%,-0.49981849148675334
3PAr,TOV%,-0.35859152177728787
3PAr,USG%,0.09767405489526591
3PAr,OWS,0.2581188293918825
3PAr,DWS,-0.009200354800445293
3PAr,WS,0.2129697709425659
3PAr,WS/48,0.3197453736875008
3PAr,OBPM,0.3479050330589857
3PAr,DBPM,-0.31802512126038024
3PAr,BPM,0.18285640404095957
3PAr,VORP,0.16883228591445237
3PAr,ORPM,0.32549727081272967
3PAr,DRPM,-0.042044186471355056
3PAr,RPM,0.2618926271875402
3PAr,RPM_WINS,0.21486024120860583
FTr,PER,0.5121658064668076
FTr,TS%,0.4635597670273698
FTr,3PAr,0.04823382030906536
FTr,FTr,1.0
FTr,ORB%,0.27084624408312563
FTr,DRB%,0.24483518040288652
FTr,AST%,0.27802914806763107
FTr,STL%,0.1273143726675142
FTr,BLK%,0.2285840776832558
FTr,TOV%,-0.09691602897259352
FTr,USG%,0.3468249661314496
FTr,OWS,0.5424091592655254
FTr,DWS,0.2304766427553663
FTr,WS,0.504652096545728
FTr,WS/48,0.4984151755341143
FTr,OBPM,0.4947094320075538
FTr,DBPM,0.17727239090808578
FTr,BPM,0.509301680954031
FTr,VORP,0.4724044298175962
FTr,ORPM,0.45124570263067243
FTr,DRPM,0.16955237729507489
FTr,RPM,0.46047215361962945
FTr,RPM_WINS,0.4583253530846765
ORB%,PER,0.23386462013265413
ORB%,TS%,-0.1673753219577772
ORB%,3PAr,-0.31747654396218217
ORB%,FTr,0.27084624408312563
ORB%,ORB%,1.0
ORB%,DRB%,0.6801785108817846
ORB%,AST%,0.2472541200904685
ORB%,STL%,0.2821378772330186
ORB%,BLK%,0.31591385150494466
ORB%,TOV%,0.14817339933775894
ORB%,USG%,0.2102483210346398
ORB%,OWS,0.11733875176225296
ORB%,DWS,0.44093313417504343
ORB%,WS,0.20446156436365212
ORB%,WS/48,0.14246743141761772
ORB%,OBPM,0.17031698261701814
ORB%,DBPM,0.658800910705894
ORB%,BPM,0.4096029411808642
ORB%,VORP,0.39174509866074775
ORB%,ORPM,0.15112932832341838
ORB%,DRPM,0.2566681522266164
ORB%,RPM,0.23967085084324663
ORB%,RPM_WINS,0.26967971625066184
DRB%,PER,0.35455268079212315
DRB%,TS%,-0.17284791568347907
DRB%,3PAr,-0.19116763979101187
DRB%,FTr,0.24483518040288652
DRB%,ORB%,0.6801785108817846
DRB%,DRB%,1.0
DRB%,AST%,0.49929442092106335
DRB%,STL%,0.2841643443657088
DRB%,BLK%,0.2843675280492254
DRB%,TOV%,0.14396602774962713
DRB%,USG%,0.3750447709876099
DRB%,OWS,0.20600310145386133
DRB%,DWS,0.6017790636575303
DRB%,WS,0.31714773976553784
DRB%,WS/48,0.21557360895843763
DRB%,OBPM,0.2882598120260085
DRB%,DBPM,0.7670064734588327
DRB%,BPM,0.5558547822812466
DRB%,VORP,0.5777336568277952
DRB%,ORPM,0.27729210032849644
DRB%,DRPM,0.3805305110385611
DRB%,RPM,0.4010995041353594
