,PER,TS%,3PAr,FTr,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,ORPM,DRPM,RPM,RPM_WINS
USG%,0.7185429268836238,0.2270968741862417,-0.1109934055769926,0.3609942040137327,0.009924928649824753,0.11794655097102573,0.5047159419224517,-0.08959570215253773,0.06753360883711232,-0.10861480603062106,1.0,0.443019037868637,0.24710417832218684,0.42126498492258485,0.30857044411859125,0.6288647530149811,-0.14082110844725368,0.41548527137043384,0.507868687903388,0.5686567647376781,-0.21296371178633053,0.31458021092428756,0.3933997335866848
OWS,0.8227550339404562,0.7382847649795499,0.1360143671497977,0.27498621608971674,0.1132400863735585,0.10063713482282687,0.27979375405748697,0.06986353677726494,-0.030645377329783043,-0.19644714192433874,0.443019037868637,1.0,0.559210815129953,0.9520783366213669,0.8595631933065162,0.9050239025254548,0.07704716594484783,0.7571027983195453,0.8154034353921646,0.9175220064551661,0.20459246119216054,0.801339713296665,0.8677844334817145
DWS,0.5940610093147,0.352344123854164,-0.0610475067456931,0.10854527198997616,0.3738460123788983,0.6618769125641143,0.33387989931514145,0.48453615130187966,0.23342623398228438,0.10777219181225012,0.24710417832218684,0.559210815129953,1.0,0.7855492538981034,0.6662599601343958,0.5429638280847786,0.7014070990526746,0.8205882991471889,0.8285055746240805,0.5945443620221333,0.5179127026103415,0.7257509918837232,0.7971052113897423
WS,0.8317990439602367,0.6797525990504806,0.08128947121123531,0.2408081137473322,0.2234107861882597,0.31733886982217413,0.3319273810066443,0.22757159678812192,0.060443632460156424,-0.10683367465243236,0.42126498492258485,0.9520783366213669,0.7855492538981034,1.0,0.8865192734031608,0.87559789544809,0.31500047286820404,0.8669535541836079,0.9136184231826289,0.904223700374372,0.3435236390150222,0.8657633507412673,0.941531463813937
WS/48,0.8209145000556487,0.7695280764940735,0.06898769318040615,0.2561242701728018,0.1815696124798355,0.28395668041763783,0.32393393082766925,0.24837254015944946,0.06644867189974867,-0.12460809517127347,0.30857044411859125,0.8595631933065162,0.6662599601343958,0.8865192734031608,1.0,0.8215469630391645,0.31545775222084954,0.8249599793689859,0.7860814878569274,0.8481382634840047,0.4326719165549457,0.8712533221072397,0.8260194497788937
OBPM,0.9273302521949647,0.7521607452897159,0.18555676245829766,0.18238748336530664,0.048067620235903406,0.2160429704606878,0.4158720315049539,0.08563474802792619,-0.02337120727633466,-0.1416364718363671,0.6288647530149811,0.9050239025254548,0.5429638280847786,0.87559789544809,0.8215469630391645,1.0,0.08084996564381627,0.8321387185270479,0.8133250129921075,0.9529483879719627,0.14251183848684026,0.7947799554307406,0.8283698513051873
DBPM,0.20527577109489603,0.004201624321814769,-0.15828816193517392,0.00796946813390701,0.579164267799133,0.7664637161798155,0.10053196675098952,0.7786737628662113,0.6293503018627236,0.2958940695128497,-0.14082110844725368,0.07704716594484783,0.7014070990526746,0.31500047286820404,0.31545775222084954,0.08084996564381627,1.0,0.6197526286488751,0.4662464031261669,0.08057514506945108,0.5415814379236737,0.3509613795625236,0.37297999841905344
BPM,0.8449378537754129,0.5970508430568772,0.05407754623444969,0.1482029176486061,0.3602040420001429,0.5976412952395226,0.3807417501217126,0.49876084224573414,0.32879611076835136,0.04842619222488649,0.41548527137043384,0.7571027983195453,0.8205882991471889,0.8669535541836079,0.8249599793689859,0.8321387185270479,0.6197526286488751,1.0,0.901054996929483,0.7963085807484126,0.4130050631086263,0.8216409021305966,0.8608504242240053
VORP,0.8182333149156322,0.48991875365081405,0.0581275376937692,0.2821959470256584,0.35103800970444515,0.5442658048695915,0.4262734888942434,0.3428266666665839,0.24396562372543334,-0.002950280288073749,0.507868687903388,0.8154034353921646,0.8285055746240805,0.9136184231826289,0.7860814878569274,0.8133250129921075,0.4662464031261669,0.901054996929483,1.0,0.812296767391593,0.42352101944761955,0.8393293167337562,0.9308823499895109
ORPM,0.8773819927106232,0.7573207959187052,0.15941286148632627,0.22819288291608847,0.04258469882005663,0.18307071660958105,0.37110373930869806,0.03832815092664779,-0.06556508796430201,-0.17473215068162973,0.5686567647376781,0.9175220064551661,0.5945443620221333,0.904223700374372,0.8481382634840047,0.9529483879719627,0.08057514506945108,0.7963085807484126,0.812296767391593,1.0,0.1788478527040859,0.8497227648434141,0.8676698105826862
DRPM,0.15455020662732719,0.09232044026729803,0.1243885450998093,0.06900586349596982,0.1679364432428007,0.30371986929645983,0.13192947850447995,0.5185639172280546,0.27313752461886914,0.09323849184026828,-0.21296371178633053,0.20459246119216054,0.5179127026103415,0.3435236390150222,0.4326719165549457,0.14251183848684026,0.5415814379236737,0.4130050631086263,0.42352101944761955,0.1788478527040859,1.0,0.670700193883426,0.5470571266714455
RPM,0.744262685290797,0.620403468290925,0.1868348000908336,0.20900902872098479,0.12209596287272347,0.30076829738385424,0.3504660421802011,0.3067776703517755,0.09693768557649132,-0.08176402006455047,0.31458021092428756,0.801339713296665,0.7257509918837232,0.8657633507412673,0.8712533221072397,0.7947799554307406,0.3509613795625236,0.8216409021305966,0.8393293167337562,0.8497227648434141,0.670700193883426,1.0,0.9472734068906105
RPM_WINS,0.7701677812067991,0.5717807721734983,0.17559088775754494,0.22145200513199537,0.19694162923082395,0.3604351203413652,0.3344530842328736,0.3070110729221296,0.13714164634337997,-0.07989184101462095,0.3933997335866848,0.8677844334817145,0.7971052113897423,0.941531463813937,0.8260194497788937,0.8283698513051873,0.37297999841905344,0.8608504242240053,0.9308823499895109,0.8676698105826862,0.5470571266714455,0.9472734068906105,1.0
