x,y,value
PER,PER,1.0
PER,TS%,0.7546739344085447
PER,3PAr,-0.042219045483827704
PER,FTr,0.2590394370569588
PER,ORB%,0.03369809962852772
PER,DRB%,0.3172022574337925
PER,AST%,0.346883105009829
PER,STL%,0.12529438267190207
PER,BLK%,-0.04729271810420612
PER,TOV%,-0.6553666503326852
PER,USG%,0.18426274895815353
PER,OWS,0.5437870007945688
PER,DWS,0.2982475589256491
PER,WS,0.5227482833617074
PER,WS/48,0.9118726480185619
PER,OBPM,0.842027927832046
PER,DBPM,0.04812846451687596
PER,BPM,0.6725249232266424
PER,VORP,0.5469176007876053
PER,ORPM,0.5763199934361463
PER,DRPM,0.13088646873152296
PER,RPM,0.5172408496024357
PER,RPM_WINS,0.48688476623410964
TS%,PER,0.7546739344085447
TS%,TS%,1.0
TS%,3PAr,-0.06341109672279065
TS%,FTr,0.014233631570154157
TS%,ORB%,-0.27112600374862234
TS%,DRB%,0.5050014157135231
TS%,AST%,-0.16935604199998044
TS%,STL%,-0.1517077123728846
TS%,BLK%,-0.33787463312571187
TS%,TOV%,-0.5106678030831169
TS%,USG%,0.016507312226603874
TS%,OWS,0.309160847501253
TS%,DWS,-0.05352181194784679
TS%,WS,0.2166956661668281
TS%,WS/48,0.7241447125761624
TS%,OBPM,0.4816224193933582
TS%,DBPM,-0.3713678371059924
TS%,BPM,0.2103620602211571
TS%,VORP,0.1952382021204795
TS%,ORPM,0.3118631482562886
TS%,DRPM,0.03362999111526958
TS%,RPM,0.26043885298190517
TS%,RPM_WINS,0.16777998680986783
3PAr,PER,-0.042219045483827704
3PAr,TS%,-0.06341109672279065
3PAr,3PAr,1.0
3PAr,FTr,0.1671622975261392
3PAr,ORB%,-0.18641873589261237
3PAr,DRB%,-0.44195141665635823
3PAr,AST%,0.06699816400938868
3PAr,STL%,-0.07235385406533353
3PAr,BLK%,-0.23046376363229196
3PAr,TOV%,-0.11352587190992032
3PAr,USG%,-0.24635127768340456
3PAr,OWS,0.3352669873936266
3PAr,DWS,-0.01636699616276431
3PAr,WS,0.24853587357032494
3PAr,WS/48,0.1488530347292993
3PAr,OBPM,0.34735283990969584
3PAr,DBPM,0.08802476273311725
3PAr,BPM,0.3075553885931142
3PAr,VORP,0.15488103858751015
3PAr,ORPM,0.37601666168682757
3PAr,DRPM,-0.02143489685133065
3PAr,RPM,0.2815948268995593
3PAr,RPM_WINS,0.23980105585090722
FTr,PER,0.2590394370569588
FTr,TS%,0.014233631570154157
FTr,3PAr,0.1671622975261392
FTr,FTr,1.0
FTr,ORB%,0.32487824831253914
FTr,DRB%,-0.2982667428796928
FTr,AST%,0.23055612436473363
FTr,STL%,0.29397860383487623
FTr,BLK%,0.4178474829722648
FTr,TOV%,-0.1967771585418656
FTr,USG%,0.11047306053984386
FTr,OWS,0.2963633050398961
FTr,DWS,0.14410775387896804
FTr,WS,0.2784510915815288
FTr,WS/48,0.2787785324363719
FTr,OBPM,0.38844660088329996
FTr,DBPM,0.396520423856295
FTr,BPM,0.4740146744891944
FTr,VORP,0.3155491197645777
FTr,ORPM,0.31664559444611756
FTr,DRPM,0.21018996169708898
FTr,RPM,0.3565093910198833
FTr,RPM_WINS,0.3202521162099935
ORB%,PER,0.03369809962852772
ORB%,TS%,-0.27112600374862234
ORB%,3PAr,-0.18641873589261237
ORB%,FTr,0.32487824831253914
ORB%,ORB%,1.0
ORB%,DRB%,0.03831920402131616
ORB%,AST%,0.12250543021622343
ORB%,STL%,0.15701697160587236
ORB%,BLK%,0.5376933737247093
ORB%,TOV%,0.09449246136461059
ORB%,USG%,0.02955669723642065
ORB%,OWS,0.12187698529299387
ORB%,DWS,0.5661195701829381
ORB%,WS,0.29563789538380275
ORB%,WS/48,0.0492724627377073
ORB%,OBPM,0.11317255849032137
ORB%,DBPM,0.6506081422284326
ORB%,BPM,0.3731706712030992
ORB%,VORP,0.38953421155332246
ORB%,ORPM,0.07843763363450716
ORB%,DRPM,0.35261677393309687
ORB%,RPM,0.2455094331404181
ORB%,RPM_WINS,0.34013549978203056
DRB%,PER,0.3172022574337925
DRB%,TS%,0.5050014157135231
DRB%,3PAr,-0.44195141665635823
DRB%,FTr,-0.2982667428796928
DRB%,ORB%,0.03831920402131616
DRB%,DRB%,1.0
DRB%,AST%,-0.27437521853658586
DRB%,STL%,-0.20668463576845758
DRB%,BLK%,-0.06468091092999467
DRB%,TOV%,-0.048018859902190236
DRB%,USG%,0.305813271385469
DRB%,OWS,-0.014764592928076749
DRB%,DWS,0.1340585869872927
DRB%,WS,0.0374523187634693
DRB%,WS/48,0.13099379028811045
DRB%,OBPM,-0.14998084532372405
DRB%,DBPM,-0.3152092593609487
DRB%,BPM,-0.2538485668534685
DRB%,VORP,0.1822077851880106
DRB%,ORPM,-0.04705370222693792
DRB%,DRPM,0.3146272812420666
DRB%,RPM,0.1279190353691508
DRB%,RPM_WINS,0.1000323286379597
AST%,PER,0.346883105009829
AST%,TS%,-0.16935604199998044
AST%,3PAr,0.06699816400938868
AST%,FTr,0.23055612436473363
AST%,ORB%,0.12250543021622343
AST%,DRB%,-0.27437521853658586
AST%,AST%,1.0
AST%,STL%,0.34631559934067346
AST%,BLK%,0.07088153640954165
AST%,TOV%,0.09663410138451482
AST%,USG%,0.1321775185460222
AST%,OWS,0.35158386170601275
AST%,DWS,0.35699102883808354
AST%,WS,0.4000094459859687
AST%,WS/48,0.3029386896822157
AST%,OBPM,0.4647902520816834
AST%,DBPM,0.4021816723936311
AST%,BPM,0.5349218396067769
AST%,VORP,0.4253615165425626
