,PER,TS%,3PAr,FTr,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,ORPM,DRPM,RPM,RPM_WINS
USG%,0.8287340447498909,0.49891667220106545,0.09767405489526591,0.3468249661314496,0.2102483210346398,0.3750447709876099,0.5553254081802856,-0.20751214920521835,-0.07823896021830447,-0.42657642744842533,1.0,0.7507196113543012,0.5048837139763549,0.7437653188092848,0.6139586819916555,0.7936391839232447,0.02429640837496291,0.7160564748181868,0.8005936239679428,0.7755126021110575,-0.24621759505876087,0.5615358985370945,0.6899697793135606
OWS,0.9419819986719986,0.8057986291239204,0.2581188293918825,0.5424091592655254,0.11733875176225296,0.20600310145386133,0.5609803660595294,0.05935479261696014,-0.16778882394744893,-0.4642242003309964,0.7507196113543012,1.0,0.6349712414922978,0.9821480877357672,0.931191383104744,0.9489149553193693,0.013989050101917961,0.8483797515408102,0.8562528176060149,0.9610136115145709,0.05400879871782218,0.8493815010099034,0.9052240107965394
DWS,0.6823043639152397,0.3056975993789234,-0.009200354800445293,0.2304766427553663,0.44093313417504343,0.6017790636575303,0.6786869912303861,0.3382376891269746,0.024070424170985788,-0.054478954190625324,0.5048837139763549,0.6349712414922978,1.0,0.7686627534046906,0.6614003459316797,0.6599840520681243,0.5616854245808992,0.8053365604845505,0.8095344697629011,0.703996069268075,0.33037464390555266,0.7465431819795247,0.8201502558144518
WS,0.9456983597320732,0.7414195284177805,0.2129697709425659,0.504652096545728,0.20446156436365212,0.31714773976553784,0.6289737258471741,0.1299606257860457,-0.13515457108119663,-0.39899647242720626,0.7437653188092848,0.9821480877357672,0.7686627534046906,1.0,0.9317354419241056,0.9462773328160823,0.14724345790671564,0.8979803803920156,0.9050993499445836,0.966693479741498,0.12453668934726876,0.8844164079468453,0.9483242642032004
WS/48,0.9213236072486439,0.8353886164603312,0.3197453736875008,0.4984151755341143,0.14246743141761772,0.21557360895843763,0.5497558108300161,0.24080236048352172,-0.16634489401397248,-0.472102470661466,0.6139586819916555,0.931191383104744,0.6614003459316797,0.9317354419241056,1.0,0.9430527726282287,0.16436706034937765,0.9014817119545271,0.8429680101625698,0.9335844019612859,0.2766022449581242,0.920958117755656,0.8858412310783522
OBPM,0.9689307816501799,0.7950202770732683,0.3479050330589857,0.4947094320075538,0.17031698261701814,0.2882598120260085,0.6200501101169243,0.0776646114573275,-0.22643350846133758,-0.49427268066697566,0.7936391839232447,0.9489149553193693,0.6599840520681243,0.9462773328160823,0.9430527726282287,1.0,0.08314897612323695,0.9213250957162661,0.907531322372658,0.9695155534568104,0.0746552526243336,0.8655181205649193,0.8964847509892441
DBPM,0.14088876813305565,-0.24583041514191112,-0.31802512126038024,0.17727239090808578,0.658800910705894,0.7670064734588327,0.27359871919611606,0.6189367848247324,0.5783864188882901,0.27122322196139953,0.02429640837496291,0.013989050101917961,0.5616854245808992,0.14724345790671564,0.16436706034937765,0.08314897612323695,1.0,0.4639304647740044,0.3958832998763003,0.08017413940692399,0.6491957377757741,0.34647156043037164,0.28349565347786126
BPM,0.9169286127479589,0.6091706802015947,0.18285640404095957,0.509301680954031,0.4096029411808642,0.5558547822812466,0.6608160505265723,0.31075786359623553,0.025231346226461403,-0.33283471320601155,0.7160564748181868,0.8483797515408102,0.8053365604845505,0.8979803803920156,0.9014817119545271,0.9213250957162661,0.4639304647740044,1.0,0.9613436665022952,0.8927405750444121,0.3172755666921637,0.9032282479797229,0.9064668369914849
VORP,0.910659394006725,0.5965998765519382,0.16883228591445237,0.4724044298175962,0.39174509866074775,0.5777336568277952,0.6818308088416096,0.2021460357642458,-0.005973992451347968,-0.2834935999348709,0.8005936239679428,0.8562528176060149,0.8095344697629011,0.9050993499445836,0.8429680101625698,0.907531322372658,0.3958832998763003,0.9613436665022952,1.0,0.8928291538542906,0.19104542535311025,0.8493399364794154,0.9185046751104533
ORPM,0.9565219160809943,0.7788911356441512,0.32549727081272967,0.45124570263067243,0.15112932832341838,0.27729210032849644,0.6051609900215537,0.11875564747819813,-0.20305417319766944,-0.4749657041909343,0.7755126021110575,0.9610136115145709,0.703996069268075,0.966693479741498,0.9335844019612859,0.9695155534568104,0.08017413940692399,0.8927405750444121,0.8928291538542906,1.0,0.10604222816213922,0.9051472552206578,0.9431279957191335
DRPM,0.0921328232162474,0.06368784458482493,-0.042044186471355056,0.16955237729507489,0.2566681522266164,0.3805305110385611,0.12712410117927855,0.6160890025752568,0.349689141283721,0.16990972727425513,-0.24621759505876087,0.05400879871782218,0.33037464390555266,0.12453668934726876,0.2766022449581242,0.0746552526243336,0.6491957377757741,0.3172755666921637,0.19104542535311025,0.10604222816213922,1.0,0.5186851307533137,0.3251137232649249
RPM,0.8618178304489615,0.6969280514647875,0.2618926271875402,0.46047215361962945,0.23967085084324663,0.4010995041353594,0.5746721096321291,0.36549103931813354,-0.0250935565189108,-0.3357439524349846,0.5615358985370945,0.8493815010099034,0.7465431819795247,0.8844164079468453,0.920958117755656,0.8655181205649193,0.34647156043037164,0.9032282479797229,0.8493399364794154,0.9051472552206578,0.5186851307533137,1.0,0.9499029013381811
RPM_WINS,0.899354423300284,0.6722197447162221,0.21486024120860583,0.4583253530846765,0.26967971625066184,0.43480134099637674,0.6428089859208214,0.24316907906835708,-0.05420514162487202,-0.3032617850916579,0.6899697793135606,0.9052240107965394,0.8201502558144518,0.9483242642032004,0.8858412310783522,0.8964847509892441,0.28349565347786126,0.9064668369914849,0.9185046751104533,0.9431279957191335,0.3251137232649249,0.9499029013381811,1.0
