,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,ORPM,DRPM,RPM,RPM_WINS
DRB,0.512957334891876,0.21680596142606637,0.022953009935710117,-0.10205727644652246,-0.3174050263004091,-0.027818088836937465,0.6245032144944476,0.5455055523085915,0.02409614260666278,-0.38933372296902385,-0.09040911747516066,-0.05965277615429575,0.42096142606662773,2.6359906487434244,1.262156633547633,0.44479251899473976,0.2270485096434834,0.6365225014611338,0.10529807130333144,0.5399503214494443,0.5037405026300408,-3.7385739333722974,0.6417405026300409,0.7506741671537114,1.3924146697837523,2.5257326125073063
AST,0.9725336060783163,2.107422559906488,0.006714669783752178,-0.26191992986557555,-0.530017533606078,-0.01801037405026301,1.234441846873174,2.642264757451783,0.004149094097019281,1.5219433080070135,2.0309906487434253,-0.016372033898305112,0.041697837521917004,1.262156633547633,6.957410870835768,0.11989772063120988,-0.009786674459380501,1.8769549970777322,-0.3373202805376973,3.1880303915838692,4.1166569257744,-1.0831969608416134,1.470208649912332,0.8180654587960259,2.2882741087083582,3.114414085330217
STL,-0.16735827001753356,-0.46986557568673276,0.0005927527761542944,-0.11495616598480415,-0.20199298655756873,-0.009926884862653418,-0.048156049094097,-0.2676300409117473,0.0026234658094681463,-0.17508766803039152,-0.10170660432495614,-0.01800739333722969,0.10338983050847453,0.44479251899473976,0.11989772063120988,0.3986616014026884,0.14936294564582114,0.0448042080654588,0.04465225014611338,-0.6206604324956164,-0.6635593220338983,-1.50499707773232,0.031526884862653426,0.4407738164815897,0.47230070134424307,0.7296998831092929
BLK,-0.038056691992986585,-0.08632963179427237,-0.0008191700759789597,-0.08501753360607832,-0.15992694330800702,-0.009323728813559327,0.04746931618936298,0.07122443015780243,-0.0015666277030976028,0.058655756867329045,0.18130333138515478,-0.01321911163062536,0.09433372296902397,0.2270485096434834,-0.009786674459380501,0.14936294564582114,0.1508065458796026,0.06056107539450613,0.13351841028638223,-0.10570134424313267,-0.7521624780829924,-0.7524839275277617,-0.052593512565751004,0.13820426651081236,0.08561075394506136,0.1933579777907656
TOV,1.0234658094681472,2.0717212156633544,0.0072635008766802995,0.0928813559322034,0.33431618936294566,-0.014239070718877853,0.938404441846873,1.7350496785505554,0.00838880771478668,0.8319959088252483,1.1500146113383987,-0.013747253068381057,0.07673290473407364,0.6365225014611338,1.8769549970777322,0.0448042080654588,0.06056107539450613,1.089175920514319,-0.023421975452951483,2.9673232028053764,-1.0658971361776737,-0.38088836937463494,0.5397063120981883,-0.14860227936879022,0.3911040327293981,0.8448389830508476
PF,-1.2100409117475164,-1.8923495032144941,-0.022281502045587365,-0.3025277615429573,-0.621507890122735,-0.011749064874342496,-0.913863237872589,-1.2654032729398013,-0.026319286966686138,-0.3211513734658094,-0.21032144944476905,-0.022381122150789013,0.0629105786090006,0.10529807130333144,-0.3373202805376973,0.04465225014611338,0.13351841028638223,-0.023421975452951483,1.1514903565166565,-3.0528345996493274,-3.843366452367037,-0.7756282875511397,-1.125831969608416,0.15461221507890127,-0.971219754529515,-1.4941300409117473
PTS,13.98954704850964,27.24177089421391,0.11834605493863237,4.338553477498539,9.975596142606662,0.07871823495032146,9.707770309760376,17.203343074225597,0.13054976621858563,8.865996493278786,10.01597311513735,0.20314570426651093,-0.13945061367621264,0.5399503214494443,3.1880303915838692,-0.6206604324956164,-0.10570134424313267,2.9673232028053764,-3.0528345996493274,41.16213909994155,19.595733489187605,0.5166277030976043,9.96828521332554,-1.504242840444185,8.464042372881357,14.47128316773816
ORtg,6.163617767387491,4.743132670952661,0.24126154295733487,2.8539450613676203,4.018907071887785,0.1696320864991234,3.3263004091174757,0.7236411455289304,0.29033606078316776,4.328316773816482,3.6429573348918756,0.33421390999415546,-0.1449152542372882,0.5037405026300408,4.1166569257744,-0.6635593220338983,-0.7521624780829924,-1.0658971361776737,-3.843366452367037,19.595733489187605,64.64172998246639,-1.9324956165984801,12.622592051431909,3.5075745178258333,16.130166569257742,21.391092928112208
DRtg,0.13348918760958525,1.1823495032144948,-0.01898918760958503,0.10856224430157795,-0.038836937463471256,0.048409409701928696,0.012828755113968228,1.2172998246639386,-0.030963471654003528,0.16046171829339573,-0.4393337229690241,0.09766043249561665,-0.8608416130917592,-3.7385739333722974,-1.0831969608416134,-1.50499707773232,-0.7524839275277617,-0.38088836937463494,-0.7756282875511397,0.5166277030976043,-1.9324956165984801,14.1239041496201,-1.3171507890122738,-3.547422559906488,-4.864573348918761,-6.903059614260667
ORPM,3.230807422559906,5.298080946814727,0.051716887784921096,1.386479544126242,2.849320864991234,0.039974155464640594,1.8576969608416134,2.4336583869082404,0.06259450905902982,2.1198167738164817,2.128198714202221,0.08813787551139686,0.03623991817650494,0.6417405026300409,1.470208649912332,0.031526884862653426,-0.052593512565751004,0.5397063120981883,-1.125831969608416,9.96828521332554,12.622592051431909,-1.3171507890122738,4.3453368790181175,0.5524107247223846,4.897747603740502,7.593701548801869
DRPM,-0.6040631209818819,-1.650937755698422,0.0066462244301578,-0.06851081239041498,-0.2462451782583284,-0.007229172998246647,-0.5179456458211572,-1.3946098772647575,0.010783050847457626,-0.2409611338398597,-0.2549491525423729,-0.011515406195207495,0.10479602571595559,0.7506741671537114,0.8180654587960259,0.4407738164815897,0.13820426651081236,-0.14860227936879022,0.15461221507890127,-1.504242840444185,3.5075745178258333,-3.547422559906488,0.5524107247223846,2.1954992402104034,2.7479099649327887,3.4031934541203976
RPM,2.626744301578024,3.6471431911163066,0.0583631122150789,1.3179687317358266,2.603075686732905,0.032744982466393936,1.339751315020456,1.0390485096434834,0.07337755990648741,1.8788556399766225,1.8732495616598477,0.07662246931618932,0.14103594389246055,1.3924146697837523,2.2882741087083582,0.47230070134424307,0.08561075394506136,0.3911040327293981,-0.971219754529515,8.464042372881357,16.130166569257742,-4.864573348918761,4.897747603740502,2.7479099649327887,7.645657568673291,10.996895002922265
RPM_WINS,4.5481087083576845,6.982930157802458,0.08133284336645237,2.185450613676213,4.504174167153713,0.034026899473991845,2.4105213325540618,2.4630493863237874,0.0993773319696084,3.161305669199299,3.3729526592635897,0.09282013442431326,0.3842440093512565,2.5257326125073063,3.114414085330217,0.7296998831092929,0.1933579777907656,0.8448389830508476,-1.4941300409117473,14.47128316773816,21.391092928112208,-6.903059614260667,7.593701548801869,3.4031934541203976,10.996895002922265,17.62684652250146
