,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,ORPM,DRPM,RPM,RPM_WINS
FG,12.2846855345912,14.898301886792451,0.2446009433962264,0.17050314465408778,-0.019737945492662317,6.794871794872348e-05,12.1211320754717,14.918637316561844,0.21455890985324946,1.2592976939203353,1.3851153039832287,0.0051015837104072615,-0.339601677148847,8.736949685534592,-2.657348008385744,-1.1901991614255765,-0.23926624737945498,2.069171907756814,7.960691823899371,25.99362683438155,27.507651991614257,-3.888993710691824,2.474787211740041,-0.6106394129979036,1.8641477987421384,3.1145639412997896
FGA,14.898301886792451,28.616226415094342,0.09029433962264152,1.9999999999999998,5.42949685534591,0.013810294117647049,12.930943396226416,23.178427672955976,0.035747798742138334,5.198238993710691,6.1974842767295595,-0.012376960784313709,-0.056855345911949656,6.733018867924529,-1.5201257861635227,-1.5455345911949687,-0.0671069182389937,5.963522012578615,5.10943396226415,36.962893081761,-5.3446540880503175,-1.9981132075471704,5.153723270440252,-1.596817610062892,3.5569056603773577,7.355157232704403
FG%,0.2446009433962264,0.09029433962264152,0.009452632075471696,-0.03354528301886792,-0.11173867924528301,-0.0008901866515837109,0.27797169811320754,0.2021528301886792,0.009392169811320758,-0.034904716981132074,-0.04614339622641509,0.0005034159125188545,-0.013866037735849058,0.23079528301886792,-0.07091415094339622,-0.010670754716981128,-0.008864150943396227,-0.02796698113207547,0.21684528301886788,0.42109056603773587,1.3635000000000006,-0.14687735849056602,0.014800283018867945,0.0038969811320754715,0.018697264150943412,0.0011192452830188922
3P,0.17050314465408778,1.9999999999999998,-0.03354528301886792,1.7862893081761004,4.227064989517818,0.07018491704374058,-1.6150943396226416,-2.229454926624738,-0.027180922431865845,1.5443186582809223,1.547840670859539,0.04543846153846156,-0.06857442348008391,-1.3259119496855345,0.4409014675052409,-0.24920335429769386,-0.06651991614255767,-0.40744234800838564,-1.7750314465408807,3.6770020964360577,2.6467505241090175,0.940880503144654,2.192511530398323,-0.21761215932914052,1.9748993710691827,2.8944612159329135
3PA,-0.019737945492662317,5.42949685534591,-0.11173867924528301,4.227064989517818,10.765887491264854,0.12193804675716438,-4.246100628930817,-5.352753319357093,-0.07695737246680646,4.092749825296994,4.14904961565339,0.10796089743589747,-0.20742837176799436,-4.01577568134172,1.783770090845562,-0.3566631726065688,-0.15288609364081057,-0.9583403214535285,-4.79475890985325,8.282061495457722,2.478581411600282,2.978721174004193,5.030555206149543,-0.7008937805730261,4.32966142557652,6.723019566736547
3P%,6.794871794872348e-05,0.013810294117647049,-0.0008901866515837109,0.07018491704374058,0.12193804675716438,0.008731479260935142,-0.07010222473604824,-0.10761112368024132,-0.002285638763197587,0.00804830316742081,-0.0001251885369532465,0.001337718325791854,-0.008615158371040725,-0.012692835595776778,-0.07506957013574662,-0.043096040723981925,-0.004219532428355959,-0.018509276018099548,-0.010904185520361988,0.0794768853695324,0.09205731523378574,0.062063725490196085,0.059016327300150856,-0.011294807692307698,0.04772151960784313,0.03317682503770738
2P,12.1211320754717,12.930943396226416,0.27797169811320754,-1.6150943396226416,-4.246100628930817,-0.07010222473604824,13.745283018867925,17.18044025157233,0.241514465408805,-0.2805031446540882,-0.15333333333333293,-0.04050592006033181,-0.26823899371069193,10.059811320754719,-3.1187421383647784,-0.9344654088050313,-0.17251572327044024,2.481383647798742,9.731320754716979,22.336918238993707,24.755974842767294,-4.852830188679246,0.2716729559748432,-0.39903144654088046,-0.12735849056603762,0.20022012578616355
2PA,14.918637316561844,23.178427672955976,0.2021528301886792,-2.229454926624738,-5.352753319357093,-0.10761112368024132,17.18044025157233,28.54241788958769,0.11247016072676451,1.0915373864430467,2.0365897973445137,-0.12044332579185517,0.15419986023759594,10.75656184486373,-3.2941579315164233,-1.19219426974144,0.08139762403913345,6.9331306778476565,9.907463312368979,28.66638714185884,-7.852271139063594,-4.936897274633125,0.12033682739343099,-0.909617749825297,-0.7892809224318665,0.6321712089447934
2P%,0.21455890985324946,0.035747798742138334,0.009392169811320758,-0.027180922431865845,-0.07695737246680646,-0.002285638763197587,0.241514465408805,0.11247016072676451,0.0125872606568833,-0.033434241788958784,-0.05300929419986024,0.0015452028657616894,-0.02330992313067785,0.18889098532494758,-0.05583955276030747,0.0013106219426974226,-0.014370580013976245,-0.043197344514325636,0.17974989517819706,0.36963046820405293,1.4192585604472394,-0.11785744234800842,0.028233046820405307,0.0043291963661775,0.03256224318658281,0.014921684136967157
FT,1.2592976939203353,5.198238993710691,-0.034904716981132074,1.5443186582809223,4.092749825296994,0.00804830316742081,-0.2805031446540882,1.0915373864430467,-0.033434241788958784,4.25301537386443,4.864577218728162,0.06634807692307691,0.23897973445143253,-1.8484381551362683,1.4730433263452132,0.22871767994409498,0.13020265548567436,0.13687281621243846,-2.828008385744234,8.300475192173309,2.604647099930123,0.02631027253668779,2.811547519217331,0.05610552061495452,2.8676530398322853,4.706315863032843
