x,y,value
FG,FG,7.040506410256411
FG,FGA,14.051397435897433
FG,FG%,0.049231794871794854
FG,3P,2.213288461538461
FG,3PA,5.261102564102565
FG,3P%,0.0471576282051282
FG,2P,4.821967948717949
FG,2PA,8.819391025641025
FG,2P%,0.05684923076923077
FG,FT,5.29450641025641
FG,FTA,5.733012820512821
FG,FT%,0.09574961538461539
FG,ORB,0.0899615384615385
FG,DRB,1.0163269230769227
FG,AST,1.7847499999999998
FG,STL,-0.4747179487179487
FG,BLK,-0.12506410256410258
FG,TOV,1.4014423076923077
FG,PF,-1.394448717948718
FG,PTS,21.624692307692307
FG,ORtg,11.727051282051281
FG,DRtg,-0.18250000000000036
FG,ORPM,5.95449358974359
FG,DRPM,-0.9169955128205127
FG,RPM,5.037498076923077
FG,RPM_WINS,9.596776282051282
FGA,FG,14.051397435897433
FGA,FGA,29.449205128205126
FGA,FG%,0.06554051282051278
FGA,3P,4.503115384615384
FGA,3PA,11.168871794871794
FGA,3P%,0.08093448717948716
FGA,2P,9.528423076923076
FGA,2PA,18.337628205128205
FGA,2P%,0.07697025641025645
FGA,FT,11.145294871794873
FGA,FTA,12.130641025641022
FGA,FT%,0.20994025641025632
FGA,ORB,0.3017179487179487
FGA,DRB,3.0207307692307688
FGA,AST,3.6855256410256407
FGA,STL,-1.0386666666666666
FGA,BLK,-0.21576923076923082
FGA,TOV,3.220448717948718
FGA,PF,-2.7776153846153853
FGA,PTS,43.81887179487179
FGA,ORtg,18.67717948717949
FGA,DRtg,-0.5073076923076922
FGA,ORPM,11.480705128205127
FGA,DRPM,-2.212132051282051
FGA,RPM,9.26857307692308
FGA,RPM_WINS,18.447975641025643
FG%,FG,0.049231794871794854
FG%,FGA,0.06554051282051278
FG%,FG%,0.0011536820512820514
FG%,3P,0.012014871794871781
FG%,3PA,0.017810769230769206
FG%,3P%,0.0006038051282051277
FG%,2P,0.037477435897435886
FG%,2PA,0.04792820512820511
FG%,2P%,0.0012890461538461538
FG%,FT,0.021635384615384605
FG%,FTA,0.022523076923076906
FG%,FT%,0.00016939487179487212
FG%,ORB,-0.002273333333333331
FG%,DRB,-0.013512307692307695
FG%,AST,0.01227076923076922
FG%,STL,-0.0018399999999999994
FG%,BLK,-0.0019179487179487155
FG%,TOV,0.0015435897435897355
FG%,PF,-0.010247179487179486
FG%,PTS,0.1326030769230769
FG%,ORtg,0.1873384615384615
FG%,DRtg,-0.0014153846153846141
FG%,ORPM,0.047952564102564085
FG%,DRPM,0.0035872307692307783
FG%,RPM,0.05153979487179486
FG%,RPM_WINS,0.07973861538461537
3P,FG,2.213288461538461
3P,FGA,4.503115384615384
3P,FG%,0.012014871794871781
3P,3P,1.8401987179487174
3P,3PA,4.264384615384615
3P,3P%,0.0555700641025641
3P,2P,0.3832628205128206
3P,2PA,0.2693269230769229
3P,2P%,0.020675384615384623
3P,FT,1.7520576923076927
3P,FTA,1.7946794871794876
3P,FT%,0.04769858974358975
3P,ORB,-0.14334615384615382
3P,DRB,-0.0744294871794873
3P,AST,0.031967948717948766
3P,STL,-0.15123076923076925
3P,BLK,-0.21544871794871784
3P,TOV,0.19471153846153844
3P,PF,-0.5103717948717947
3P,PTS,8.02002564102564
3P,ORtg,6.730384615384615
3P,DRtg,-0.10570512820512828
3P,ORPM,2.698685897435897
3P,DRPM,-0.2677121794871795
3P,RPM,2.430973717948718
3P,RPM_WINS,4.124792948717949
3PA,FG,5.261102564102565
3PA,FGA,11.168871794871794
3PA,FG%,0.017810769230769206
3PA,3P,4.264384615384615
3PA,3PA,10.190358974358976
3PA,3P%,0.11427769230769233
3PA,2P,1.0086923076923076
3PA,2PA,1.0516666666666663
3PA,2P%,0.04151179487179489
3PA,FT,4.555666666666667
3PA,FTA,4.710000000000001
3PA,FT%,0.12488410256410255
3PA,ORB,-0.2626153846153846
3PA,DRB,0.21843589743589711
3PA,AST,0.08094871794871789
3PA,STL,-0.37569230769230777
3PA,BLK,-0.4764102564102564
3PA,TOV,0.5752564102564102
3PA,PF,-1.1296923076923076
3PA,PTS,19.345487179487176
3PA,ORtg,14.516410256410259
3PA,DRtg,-0.24333333333333346
3PA,ORPM,6.277153846153846
3PA,DRPM,-0.7247717948717948
3PA,RPM,5.55238205128205
3PA,RPM_WINS,9.584248717948716
3P%,FG,0.0471576282051282
3P%,FGA,0.08093448717948716
3P%,FG%,0.0006038051282051277
3P%,3P,0.0555700641025641
3P%,3PA,0.11427769230769233
3P%,3P%,0.0032714096153846164
3P%,2P,-0.007696987179487178
3P%,2PA,-0.03232788461538463
3P%,2P%,0.0006049794871794868
3P%,FT,0.025284807692307697
3P%,FTA,0.02566346153846153
3P%,FT%,0.000224598717948718
3P%,ORB,-0.008887564102564102
3P%,DRB,-0.022948269230769237
3P%,AST,-0.006387115384615369
3P%,STL,-0.007259999999999998
3P%,BLK,-0.007753205128205127
3P%,TOV,0.0018721153846153833
3P%,PF,-0.012590641025641027
3P%,PTS,0.17544179487179482
3P%,ORtg,0.21924487179487187
3P%,DRtg,0.005649358974358983
3P%,ORPM,0.06321852564102563
3P%,DRPM,-0.008530596153846156
3P%,RPM,0.054687929487179494
3P%,RPM_WINS,0.08462917307692307
2P,FG,4.821967948717949
2P,FGA,9.528423076923076
2P,FG%,0.037477435897435886
2P,3P,0.3832628205128206
2P,3PA,1.0086923076923076
2P,3P%,-0.007696987179487178
2P,2P,4.425583333333334
2P,2PA,8.51823717948718
2P,2P%,0.03632461538461541
2P,FT,3.5096089743589745
2P,FTA,3.904294871794871
2P,FT%,0.04736551282051282
2P,ORB,0.22949999999999998
2P,DRB,1.0922499999999997
2P,AST,1.743801282051282
2P,STL,-0.32569230769230767
2P,BLK,0.08878205128205129
2P,TOV,1.203878205128205
2P,PF,-0.8860384615384613
2P,PTS,13.57253846153846
2P,ORtg,4.997820512820514
2P,DRtg,-0.09301282051282055
2P,ORPM,3.256955128205129
2P,DRPM,-0.6430442307692307
2P,RPM,2.613910897435897
