,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,ORPM,DRPM,RPM,RPM_WINS
FG,7.040506410256411,14.051397435897433,0.049231794871794854,2.213288461538461,5.261102564102565,0.0471576282051282,4.821967948717949,8.819391025641025,0.05684923076923077,5.29450641025641,5.733012820512821,0.09574961538461539,0.0899615384615385,1.0163269230769227,1.7847499999999998,-0.4747179487179487,-0.12506410256410258,1.4014423076923077,-1.394448717948718,21.624692307692307,11.727051282051281,-0.18250000000000036,5.95449358974359,-0.9169955128205127,5.037498076923077,9.596776282051282
FGA,14.051397435897433,29.449205128205126,0.06554051282051278,4.503115384615384,11.168871794871794,0.08093448717948716,9.528423076923076,18.337628205128205,0.07697025641025645,11.145294871794873,12.130641025641022,0.20994025641025632,0.3017179487179487,3.0207307692307688,3.6855256410256407,-1.0386666666666666,-0.21576923076923082,3.220448717948718,-2.7776153846153853,43.81887179487179,18.67717948717949,-0.5073076923076922,11.480705128205127,-2.212132051282051,9.26857307692308,18.447975641025643
FG%,0.049231794871794854,0.06554051282051278,0.0011536820512820514,0.012014871794871781,0.017810769230769206,0.0006038051282051277,0.037477435897435886,0.04792820512820511,0.0012890461538461538,0.021635384615384605,0.022523076923076906,0.00016939487179487212,-0.002273333333333331,-0.013512307692307695,0.01227076923076922,-0.0018399999999999994,-0.0019179487179487155,0.0015435897435897355,-0.010247179487179486,0.1326030769230769,0.1873384615384615,-0.0014153846153846141,0.047952564102564085,0.0035872307692307783,0.05153979487179486,0.07973861538461537
3P,2.213288461538461,4.503115384615384,0.012014871794871781,1.8401987179487174,4.264384615384615,0.0555700641025641,0.3832628205128206,0.2693269230769229,0.020675384615384623,1.7520576923076927,1.7946794871794876,0.04769858974358975,-0.14334615384615382,-0.0744294871794873,0.031967948717948766,-0.15123076923076925,-0.21544871794871784,0.19471153846153844,-0.5103717948717947,8.02002564102564,6.730384615384615,-0.10570512820512828,2.698685897435897,-0.2677121794871795,2.430973717948718,4.124792948717949
3PA,5.261102564102565,11.168871794871794,0.017810769230769206,4.264384615384615,10.190358974358976,0.11427769230769233,1.0086923076923076,1.0516666666666663,0.04151179487179489,4.555666666666667,4.710000000000001,0.12488410256410255,-0.2626153846153846,0.21843589743589711,0.08094871794871789,-0.37569230769230777,-0.4764102564102564,0.5752564102564102,-1.1296923076923076,19.345487179487176,14.516410256410259,-0.24333333333333346,6.277153846153846,-0.7247717948717948,5.55238205128205,9.584248717948716
3P%,0.0471576282051282,0.08093448717948716,0.0006038051282051277,0.0555700641025641,0.11427769230769233,0.0032714096153846164,-0.007696987179487178,-0.03232788461538463,0.0006049794871794868,0.025284807692307697,0.02566346153846153,0.000224598717948718,-0.008887564102564102,-0.022948269230769237,-0.006387115384615369,-0.007259999999999998,-0.007753205128205127,0.0018721153846153833,-0.012590641025641027,0.17544179487179482,0.21924487179487187,0.005649358974358983,0.06321852564102563,-0.008530596153846156,0.054687929487179494,0.08462917307692307
2P,4.821967948717949,9.528423076923076,0.037477435897435886,0.3832628205128206,1.0086923076923076,-0.007696987179487178,4.425583333333334,8.51823717948718,0.03632461538461541,3.5096089743589745,3.904294871794871,0.04736551282051282,0.22949999999999998,1.0922499999999997,1.743801282051282,-0.32569230769230767,0.08878205128205129,1.203878205128205,-0.8860384615384613,13.57253846153846,4.997820512820514,-0.09301282051282055,3.256955128205129,-0.6430442307692307,2.613910897435897,5.4810660256410255
2PA,8.819391025641025,18.337628205128205,0.04792820512820511,0.2693269230769229,1.0516666666666663,-0.03232788461538463,8.51823717948718,17.272916666666667,0.03588717948717951,6.632211538461538,7.464935897435899,0.0859467948717949,0.5635256410256408,2.806698717948718,3.6063782051282054,-0.6592307692307691,0.25891025641025645,2.644455128205128,-1.6485256410256408,24.60423076923077,4.323717948717949,-0.2657051282051284,5.250147435897435,-1.4839583333333328,3.7661891025641037,8.934413461538465
2P%,0.05684923076923077,0.07697025641025645,0.0012890461538461538,0.020675384615384623,0.04151179487179489,0.0006049794871794868,0.03632461538461541,0.03588717948717951,0.0017130871794871813,0.032511282051282064,0.03333589743589744,0.0005017230769230772,-0.002617435897435899,-0.01473692307692308,0.006545641025641009,-0.00119435897435898,-0.002351282051282053,-0.0004538461538461594,-0.0055466666666666685,0.16745538461538473,0.24147692307692303,-0.009989743589743584,0.0636271794871795,0.008896307692307686,0.07252348717948717,0.10881430769230772
FT,5.29450641025641,11.145294871794873,0.021635384615384605,1.7520576923076927,4.555666666666667,0.025284807692307697,3.5096089743589745,6.632211538461538,0.032511282051282064,7.651993589743588,8.476346153846155,0.15123576923076923,0.29549999999999993,1.8752499999999994,2.455108974358974,-0.03071794871794877,0.0249358974358974,1.5701602564102564,-1.098448717948718,19.992589743589743,14.800897435897436,-0.08711538461538415,6.110621794871797,-0.24874423076923083,5.8618775641025636,10.556530128205127
FTA,5.733012820512821,12.130641025641022,0.022523076923076906,1.7946794871794876,4.710000000000001,0.02566346153846153,3.904294871794871,7.464935897435899,0.03333589743589744,8.476346153846155,9.497307692307691,0.15008846153846153,0.377051282051282,2.2630128205128206,2.711089743589743,-0.005128205128205151,0.08346153846153843,1.8513461538461538,-1.184230769230769,21.7425641025641,15.49102564102564,-0.3019230769230768,6.570653846153847,-0.19305769230769232,6.377596153846152,11.492070512820513
FT%,0.09574961538461539,0.20994025641025632,0.00016939487179487212,0.04769858974358975,0.12488410256410255,0.000224598717948718,0.04736551282051282,0.0859467948717949,0.0005017230769230772,0.15123576923076923,0.15008846153846153,0.009658182051282051,-0.0007253846153846154,0.010191153846153843,0.04417089743589739,0.0009117948717948563,-0.006585897435897439,0.0045775641025640875,-0.023564358974358976,0.3900584615384616,0.4616230769230769,0.003498717948717998,0.14409576923076925,-0.002528833333333344,0.14156693589743588,0.2289851666666666
ORB,0.0899615384615385,0.3017179487179487,-0.002273333333333331,-0.14334615384615382,-0.2626153846153846,-0.008887564102564102,0.22949999999999998,0.5635256410256408,-0.002617435897435899,0.29549999999999993,0.377051282051282,-0.0007253846153846154,0.2043846153846154,0.5587307692307693,0.2382435897435896,0.08553846153846155,0.044487179487179486,0.16608974358974357,-0.002846153846153862,0.333025641025641,-0.26333333333333325,-0.5078205128205128,0.1313461538461539,0.14861666666666667,0.2799628205128205,0.514375641025641
DRB,1.0163269230769227,3.0207307692307688,-0.013512307692307695,-0.0744294871794873,0.21843589743589711,-0.022948269230769237,1.0922499999999997,2.806698717948718,-0.01473692307692308,1.8752499999999994,2.2630128205128206,0.010191153846153843,0.5587307692307693,3.3060961538461537,2.005339743589743,0.3650769230769231,0.16980769230769233,1.0625961538461537,0.01703846153846156,3.8389487179487163,-0.9534615384615381,-3.0494230769230772,1.4105961538461542,1.010160897435897,2.420757051282051,4.175373717948719
AST,1.7847499999999998,3.6855256410256407,0.01227076923076922,0.031967948717948766,0.08094871794871789,-0.006387115384615369,1.743801282051282,3.6063782051282054,0.006545641025641009,2.455108974358974,2.711089743589743,0.04417089743589739,0.2382435897435896,2.005339743589743,7.505891025641023,0.6008717948717948,-0.17442307692307688,1.6207371794871794,-1.0411923076923073,6.088641025641024,8.04474358974359,-1.6162179487179482,3.4802243589743584,0.8043673076923072,4.2845916666666675,7.5751083333333336
STL,-0.4747179487179487,-1.0386666666666666,-0.0018399999999999994,-0.15123076923076925,-0.37569230769230777,-0.007259999999999998,-0.32569230769230767,-0.6592307692307691,-0.00119435897435898,-0.03071794871794877,-0.005128205128205151,0.0009117948717948563,0.08553846153846155,0.3650769230769231,0.6008717948717948,0.5234871794871796,0.07538461538461537,0.02974358974358973,0.20702564102564097,-1.1382564102564103,0.7661538461538465,-1.3687179487179488,0.24225641025641018,0.6248923076923075,0.8671487179487178,0.9288051282051283
BLK,-0.12506410256410258,-0.21576923076923082,-0.0019179487179487155,-0.21544871794871784,-0.4764102564102564,-0.007753205128205127,0.08878205128205129,0.25891025641025645,-0.002351282051282053,0.0249358974358974,0.08346153846153843,-0.006585897435897439,0.044487179487179486,0.16980769230769233,-0.17442307692307688,0.07538461538461537,0.12653846153846157,0.027884615384615376,0.18269230769230768,-0.4453846153846154,-1.0551282051282052,-0.40064102564102566,-0.2119102564102564,0.17008333333333328,-0.04182692307692308,-0.13030128205128205
TOV,1.4014423076923077,3.220448717948718,0.0015435897435897355,0.19471153846153844,0.5752564102564102,0.0018721153846153833,1.203878205128205,2.644455128205128,-0.0004538461538461594,1.5701602564102564,1.8513461538461538,0.0045775641025640875,0.16608974358974357,1.0625961538461537,1.6207371794871794,0.02974358974358973,0.027884615384615376,1.1277884615384612,-0.13570512820512828,4.588846153846154,-0.38397435897435894,-0.7990384615384616,1.0963782051282052,-0.1154967948717949,0.9808814102564103,2.403875
PF,-1.394448717948718,-2.7776153846153853,-0.010247179487179486,-0.5103717948717947,-1.1296923076923076,-0.012590641025641027,-0.8860384615384613,-1.6485256410256408,-0.0055466666666666685,-1.098448717948718,-1.184230769230769,-0.023564358974358976,-0.002846153846153862,0.01703846153846156,-1.0411923076923073,0.20702564102564097,0.18269230769230768,-0.13570512820512828,1.3172051282051285,-4.403025641025641,-4.654615384615386,-1.2960256410256406,-1.4617820512820512,0.4752679487179487,-0.9865141025641024,-1.9601833333333334
PTS,21.624692307692307,43.81887179487179,0.1326030769230769,8.02002564102564,19.345487179487176,0.17544179487179482,13.57253846153846,24.60423076923077,0.16745538461538473,19.992589743589743,21.7425641025641,0.3900584615384616,0.333025641025641,3.8389487179487163,6.088641025641024,-1.1382564102564103,-0.4453846153846154,4.588846153846154,-4.403025641025641,71.34266666666666,44.988205128205124,-0.5689743589743591,20.75110256410256,-2.351361538461538,18.399741025641024,33.95035128205129
ORtg,11.727051282051281,18.67717948717949,0.1873384615384615,6.730384615384615,14.516410256410259,0.21924487179487187,4.997820512820514,4.323717948717949,0.24147692307692303,14.800897435897436,15.49102564102564,0.4616230769230769,-0.26333333333333325,-0.9534615384615381,8.04474358974359,0.7661538461538465,-1.0551282051282052,-0.38397435897435894,-4.654615384615386,44.988205128205124,78.81794871794872,0.8166666666666665,20.389615384615393,2.399012820512821,22.78862820512821,33.93614102564103
DRtg,-0.18250000000000036,-0.5073076923076922,-0.0014153846153846141,-0.10570512820512828,-0.24333333333333346,0.005649358974358983,-0.09301282051282055,-0.2657051282051284,-0.009989743589743584,-0.08711538461538415,-0.3019230769230768,0.003498717948717998,-0.5078205128205128,-3.0494230769230772,-1.6162179487179482,-1.3687179487179488,-0.40064102564102566,-0.7990384615384616,-1.2960256410256406,-0.5689743589743591,0.8166666666666665,9.660897435897432,-1.4880128205128202,-2.73225,-4.220262820512819,-5.136173076923079
ORPM,5.95449358974359,11.480705128205127,0.047952564102564085,2.698685897435897,6.277153846153846,0.06321852564102563,3.256955128205129,5.250147435897435,0.0636271794871795,6.110621794871797,6.570653846153847,0.14409576923076925,0.1313461538461539,1.4105961538461542,3.4802243589743584,0.24225641025641018,-0.2119102564102564,1.0963782051282052,-1.4617820512820512,20.75110256410256,20.389615384615393,-1.4880128205128202,7.949429487179487,0.4191365384615389,8.368566025641025,14.037890384615384
DRPM,-0.9169955128205127,-2.212132051282051,0.0035872307692307783,-0.2677121794871795,-0.7247717948717948,-0.008530596153846156,-0.6430442307692307,-1.4839583333333328,0.008896307692307686,-0.24874423076923083,-0.19305769230769232,-0.002528833333333344,0.14861666666666667,1.010160897435897,0.8043673076923072,0.6248923076923075,0.17008333333333328,-0.1154967948717949,0.4752679487179487,-2.351361538461538,2.399012820512821,-2.73225,0.4191365384615389,1.9652481410256406,2.3843846794871792,2.406064294871795
