,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,ORPM,DRPM,RPM,RPM_WINS
FTA,3.993537815126049,7.643504201680673,0.04310436974789917,0.2560588235294117,0.4757478991596636,0.011495462184873934,3.7372016806722685,7.20318487394958,0.04287302521008403,5.382882352941175,6.040218487394957,0.13564882352941177,0.2611176470588235,0.9193697478991598,1.940957983193277,0.49742857142857144,0.06733613445378152,1.2537731092436972,-0.537109243697479,13.588689075630251,10.70050420168067,-1.9389915966386553,4.571959663865545,0.06060000000000012,4.632559663865547,7.453615966386556
FT%,0.14819000000000002,0.2894270588235294,0.0015291235294117656,0.06902823529411765,0.17701294117647062,0.0020377235294117644,0.07817705882352943,0.11315411764705884,0.0022353941176470604,0.1636082352941177,0.13564882352941177,0.014964929411764706,-0.02350352941176471,-0.018944117647058813,-0.018984117647058832,0.0006423529411764697,0.0019435294117647083,-0.013675294117647067,-0.032531176470588244,0.5280364705882353,0.6881647058823529,-0.010600000000000016,0.1752694705882353,-0.02828341176470591,0.14698605882352936,0.24521847058823526
ORB,0.05758823529411764,0.04458823529411773,0.0018899999999999987,-0.1412352941176471,-0.3781764705882354,-0.004715294117647058,0.2025294117647059,0.4315294117647059,-4.941176470588043e-05,0.1248235294117647,0.2611176470588235,-0.02350352941176471,0.2512941176470588,0.2888235294117647,0.07476470588235294,0.09005882352941175,0.0010000000000000026,0.08829411764705886,0.11182352941176472,0.09564705882352942,-0.05647058823529412,-0.19764705882352943,0.20678235294117647,0.21971176470588236,0.4264941176470589,0.4561
DRB,0.5651680672268907,0.9936134453781518,0.007922689075630264,-0.4361764705882353,-1.1235714285714287,-0.01628193277310924,1.0090336134453781,2.1201680672268908,0.005951680672268918,0.6802941176470592,0.9193697478991598,-0.018944117647058813,0.2888235294117647,1.5350420168067227,1.9421008403361342,0.33239495798319324,0.02142857142857143,0.723109243697479,0.1422268907563025,1.350840336134454,0.11008403361344588,-1.1268907563025206,0.5012815126050422,0.7706176470588236,1.2718991596638656,1.8422899159663866
AST,1.3532268907563028,2.4256134453781524,0.013716218487394972,-0.8969411764705885,-2.451630252100841,-0.03288663865546221,2.2577983193277316,4.885344537815127,0.007985798319327745,1.5453529411764708,1.940957983193277,-0.018984117647058832,0.07476470588235294,1.9421008403361342,7.321394957983193,0.8381596638655461,-0.06292436974789911,1.9082857142857146,0.003873949579831832,3.291899159663866,1.8024369747899158,-2.01983193277311,2.1691285714285713,1.5137529411764707,3.682881512605042,6.35720756302521
STL,0.25205042016806717,0.34031932773109264,0.004566218487394962,-0.05517647058823528,-0.28163025210084025,0.0001574789915966348,0.3001512605042017,0.6259327731092438,0.002176974789915966,0.4109411764705883,0.49742857142857144,0.0006423529411764697,0.09005882352941175,0.33239495798319324,0.8381596638655461,0.3131596638655463,0.03089915966386555,0.22916806722689081,0.011226890756302503,0.8495462184873946,0.9789075630252102,-0.9374789915966388,0.5234226890756303,0.5499294117647058,1.073352100840336,1.7953546218487395
BLK,0.04300840336134456,0.06715126050420166,0.00128201680672269,-0.05035294117647058,-0.08460504201680674,-0.002668655462184873,0.09231932773109244,0.15194957983193283,0.0021636134453781506,0.05158823529411764,0.06733613445378152,0.0019435294117647083,0.0010000000000000026,0.02142857142857143,-0.06292436974789911,0.03089915966386555,0.05457142857142855,-0.013932773109243695,-0.005697478991596652,0.09010084033613446,0.048151260504201716,-0.28546218487394953,-0.06496974789915967,0.1000352941176471,0.035065546218487405,0.15954537815126052
TOV,0.6690252100840338,1.4641008403361349,0.0012431092436974882,-0.32811764705882357,-0.8420504201680674,-0.01386478991596639,1.0007815126050423,2.3158487394957987,-0.0029503361344537784,0.9891764705882354,1.2537731092436972,-0.013675294117647067,0.08829411764705886,0.723109243697479,1.9082857142857146,0.22916806722689081,-0.013932773109243695,1.3123193277310932,-0.13326890756302529,2.0011848739495806,-2.7908403361344556,-0.34462184873949603,0.13950252100840324,0.308164705882353,0.44766722689075644,1.1527243697478993
PF,-1.106563025210084,-2.013252100840336,-0.016606890756302527,-0.21282352941176472,-0.33352100840336124,-0.015244201680672273,-0.8927478991596638,-1.6879747899159665,-0.014129747899159665,-0.5784705882352943,-0.537109243697479,-0.032531176470588244,0.11182352941176472,0.1422268907563025,0.003873949579831832,0.011226890756302503,-0.005697478991596652,-0.13326890756302529,0.8082016806722693,-3.004403361344538,-2.311428571428572,0.43184873949579816,-0.6122327731092437,0.11554705882352943,-0.4966857142857144,-1.0421873949579836
PTS,15.00789075630252,28.201915966386558,0.17247966386554628,3.6180588235294113,8.02463025210084,0.13406840336134448,11.32355462184874,20.289126050420165,0.19044714285714287,13.16829411764706,13.588689075630251,0.5280364705882353,0.09564705882352942,1.350840336134454,3.291899159663866,0.8495462184873946,0.09010084033613446,2.0011848739495806,-3.004403361344538,46.65021848739495,43.555798319327714,-7.12781512605042,15.447506722689077,-0.4757470588235294,14.97175966386555,24.778539495798324
ORtg,13.55386554621849,17.406050420168068,0.32665714285714287,5.166470588235295,8.79109243697479,0.3354420168067225,8.330420168067226,8.638571428571424,0.3462974789915967,11.543529411764705,10.70050420168067,0.6881647058823529,-0.05647058823529412,0.11008403361344588,1.8024369747899158,0.9789075630252102,0.048151260504201716,-2.7908403361344556,-2.311428571428572,43.555798319327714,88.76134453781512,-9.318487394957986,22.073210084033615,1.8880588235294113,23.961268907563028,37.75628571428572
DRtg,-2.414621848739496,-3.7943697478991605,-0.042103361344537835,-0.7099999999999999,-1.248403361344538,-0.03042773109243697,-1.6691596638655462,-2.5446218487394967,-0.04385798319327729,-1.6535294117647061,-1.9389915966386553,-0.010600000000000016,-0.19764705882352943,-1.1268907563025206,-2.01983193277311,-0.9374789915966388,-0.28546218487394953,-0.34462184873949603,0.43184873949579816,-7.12781512605042,-9.318487394957986,8.551260504201679,-3.1780504201680677,-2.743411764705882,-5.921462184873949,-9.32236974789916
ORPM,4.756043697478992,7.705221848739497,0.0732621344537815,1.5780941176470586,3.1110067226890763,0.0712464033613445,3.1692134453781513,4.637149579831933,0.08159443697478992,4.438605882352941,4.571959663865545,0.1752694705882353,0.20678235294117647,0.5012815126050422,2.1691285714285713,0.5234226890756303,-0.06496974789915967,0.13950252100840324,-0.6122327731092437,15.447506722689077,22.073210084033615,-3.1780504201680677,8.409337310924371,0.971884705882353,9.38122201680672,14.449003025210082
DRPM,-0.1764588235294117,-1.0703588235294113,0.01113788235294119,-0.051723529411764786,-0.373129411764706,-6.400000000001195e-05,-0.11453529411764711,-0.7001882352941172,0.011535764705882348,-0.06358235294117644,0.06060000000000012,-0.02828341176470591,0.21971176470588236,0.7706176470588236,1.5137529411764707,0.5499294117647058,0.1000352941176471,0.308164705882353,0.11554705882352943,-0.4757470588235294,1.8880588235294113,-2.743411764705882,0.971884705882353,2.5962517647058827,3.568136470588235,5.053109411764705
RPM,4.579584873949579,6.634863025210083,0.08440001680672274,1.526370588235294,2.7378773109243695,0.07118240336134453,3.054678151260504,3.936961344537815,0.09313020168067226,4.375023529411766,4.632559663865547,0.14698605882352936,0.4264941176470589,1.2718991596638656,3.682881512605042,1.073352100840336,0.035065546218487405,0.44766722689075644,-0.4966857142857144,14.97175966386555,23.961268907563028,-5.921462184873949,9.38122201680672,3.568136470588235,12.949358487394957,19.502112436974794
RPM_WINS,7.71333025210084,11.244626890756301,0.14142849579831934,2.361788235294117,4.0441865546218505,0.11781372268907561,5.334202521008404,7.282224369747899,0.15309842016806724,7.125188235294116,7.453615966386556,0.24521847058823526,0.4561,1.8422899159663866,6.35720756302521,1.7953546218487395,0.15954537815126052,1.1527243697478993,-1.0421873949579836,24.778539495798324,37.75628571428572,-9.32236974789916,14.449003025210082,5.053109411764705,19.502112436974794,32.58187512605042
