Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
15,Mario Chalmers,PG,27,MIA,73,2178,14,0.567,0.404,0.291,2.5,9.6,6.2,24.3,2.9,0.6,20.4,17.4,2.4,2.5,4.8,0.106,1,0.2,1.2,1.7
16,Norris Cole,PG,25,MIA,82,2014,8.8,0.497,0.348,0.136,1.1,8.6,5,17.9,2,0.2,19.3,15.6,-0.5,1.7,1.2,0.029,-2.2,-0.8,-3,-0.5
17,Darren Collison,PG,26,LAC,80,2069,16.2,0.575,0.272,0.323,2.6,7.3,5,21.9,2.2,0.6,14.3,19.7,3.8,2,5.9,0.136,1.4,-0.4,1,1.6
18,Mike Conley,PG,26,MEM,73,2446,20,0.545,0.283,0.268,2,8.4,5.2,30.1,2.4,0.4,11.5,24.6,5.5,2.7,8.2,0.161,4.1,-0.7,3.4,3.3
19,Seth Curry,PG,23,TOT,2,13,13.8,0.5,0.333,0,0,8.8,4.3,0,7.9,0,0,10.3,0,0,0,0.131,-2.4,3.5,1.1,0
20,Stephen Curry,PG,25,GSW,78,2846,24.1,0.61,0.445,0.252,1.8,10.9,6.4,39.9,2.2,0.4,16.1,28.3,9.3,4,13.4,0.225,7.4,0,7.4,6.7
21,Toney Douglas,PG,27,TOT,51,675,9.2,0.493,0.537,0.179,3.4,11.9,7.8,14.6,1.5,0.6,14.2,16.3,0.2,0.7,0.9,0.061,-1.5,-0.8,-2.3,-0.1
22,Jordan Farmar,PG,27,LAL,41,912,15,0.533,0.44,0.162,2.3,9.8,6.1,34.6,2,0.6,19.6,23.2,0.4,0.4,0.7,0.039,0.9,-2,-1.1,0.2
23,Raymond Felton,PG,29,NYK,65,2017,12.9,0.476,0.321,0.201,3.1,8.6,5.7,28.1,2.1,1.2,16.3,18.2,1.1,1.1,2.2,0.053,-0.1,-0.8,-0.9,0.5
24,Diante Garrett,PG,25,UTA,71,1048,7.1,0.459,0.362,0.045,1.2,9.8,5.3,17.6,2.1,0.4,21.7,15.1,-1.1,0.3,-0.8,-0.036,-4,-1.2,-5.2,-0.8
25,Jorge Gutiérrez,PG,25,BRK,15,244,8.7,0.523,0.222,0.222,1.5,9.3,5.4,19.4,2.2,0.3,19.1,14.1,0.1,0.2,0.2,0.048,-2.6,-0.8,-3.4,-0.1
26,Devin Harris,PG,30,DAL,40,818,14.6,0.517,0.398,0.453,1.1,10.8,6,31,1.8,0.2,16.2,20.2,1.2,0.4,1.6,0.094,0.5,-2.1,-1.6,0.1
27,George Hill,PG,27,IND,76,2434,13.4,0.563,0.422,0.286,2.6,10.1,6.5,17.2,1.6,0.7,11.7,14.8,3.8,4,7.8,0.154,1,1.4,2.4,2.7
28,Kirk Hinrich,PG,33,CHI,73,2116,10.8,0.494,0.391,0.202,1.7,8.5,5.2,22.6,2,1,15.1,17.3,0.4,3.3,3.8,0.085,-1.3,0.5,-0.8,0.6
29,Jrue Holiday,PG,23,NOP,34,1143,17.1,0.505,0.17,0.139,2.8,11.8,7.2,38.9,2.6,0.9,17.9,23.3,0.8,0.7,1.5,0.064,1.5,-0.8,0.7,0.8
30,Kyrie Irving,PG,21,CLE,71,2496,20.1,0.533,0.278,0.273,2.3,9.5,5.8,31.6,2.2,0.8,12.1,28.2,4.6,2.1,6.7,0.128,4.1,-0.9,3.2,3.3
31,Jarrett Jack,PG,30,CLE,80,2252,11.5,0.498,0.265,0.213,1.1,10.3,5.6,22.7,1.3,0.8,14.8,17.8,0.9,1.4,2.3,0.049,-1.4,-0.9,-2.3,-0.2
32,Reggie Jackson,PG,23,OKC,80,2277,15.4,0.527,0.267,0.193,2.2,12.8,7.8,23.1,1.9,0.3,14.5,22.6,2.3,2.6,4.9,0.104,0.1,-0.5,-0.4,0.9
33,Mike James,PG,38,CHI,11,77,1.5,0.251,0.238,0.095,0,10.2,5.2,34.1,1.4,0,18.6,16.1,-0.2,0.1,-0.1,-0.073,-8.6,-2.1,-10.6,-0.2
34,Brandon Jennings,PG,24,DET,80,2728,15.6,0.486,0.403,0.283,2.2,7.8,4.9,34.4,1.9,0.2,14.4,23.4,3,0.9,3.9,0.068,2.1,-2.6,-0.5,1
35,Brandon Knight,PG,22,MIL,72,2400,16.5,0.523,0.31,0.296,2.1,10.3,6.1,26.6,1.5,0.6,13.2,26.8,2.4,0.4,2.8,0.055,2,-2.9,-0.9,0.7
36,Shane Larkin,PG,21,DAL,48,489,8.3,0.446,0.277,0.182,2.6,7.3,5,20.4,2.7,0.2,20.9,17.4,-0.4,0.3,-0.1,-0.01,-3.5,-1.2,-4.7,-0.3
37,Ty Lawson,PG,26,DEN,62,2222,19,0.554,0.251,0.504,1.9,8.5,5.2,38.2,2.2,0.3,16.9,22.7,4.8,1.5,6.3,0.136,2.9,-1.2,1.7,2.1
38,Damian Lillard,PG,23,POR,82,2937,18.6,0.568,0.425,0.327,1.3,9.2,5.3,25.1,1.1,0.5,11.5,25,7.8,1.8,9.6,0.157,4.4,-1.7,2.7,3.5
39,Jeremy Lin,PG,25,HOU,71,2054,14.3,0.572,0.346,0.4,2,7.8,5.1,22.3,1.7,1,18.4,20.4,2.8,1.6,4.4,0.103,0.6,-0.9,-0.3,0.9
40,Shaun Livingston,PG,28,BRK,76,1974,14.5,0.551,0.012,0.392,4.1,10.8,7.5,20.1,2.5,1.3,15.5,16.1,2.6,1.8,4.4,0.108,-0.5,1.1,0.6,1.3
41,Kyle Lowry,PG,27,TOR,79,2862,20.1,0.567,0.463,0.356,3.6,11.5,7.5,34.7,2.2,0.4,13.4,22.9,8.4,3.3,11.7,0.197,5.8,0.1,5.9,5.7
42,John Lucas III,PG,31,UTA,42,591,5.2,0.403,0.442,0.084,2.3,5.4,3.8,11.1,1.2,0,10,17,-0.7,0,-0.7,-0.058,-3.7,-3.3,-7,-0.7
43,Shelvin Mack,PG,23,ATL,73,1490,13.2,0.51,0.367,0.148,1.6,10.7,6.2,28.8,1.7,0.1,14.3,19,1.2,1.2,2.3,0.074,-0.7,-1.7,-2.4,-0.1
44,Kendall Marshall,PG,22,LAL,54,1564,12.6,0.494,0.425,0.086,1,9.6,5.3,44.3,1.5,0.2,25.6,16.3,0.6,0.3,0.9,0.029,-1.3,-3.2,-4.5,-1
45,Eric Maynor,PG,26,TOT,31,327,6.2,0.387,0.366,0.109,3.1,10.6,6.7,23,1.4,0.7,21.5,18.2,-0.6,0.2,-0.4,-0.058,-5.8,-1.9,-7.6,-0.5
46,Ray McCallum,PG,22,SAC,45,897,9.7,0.439,0.197,0.143,2.2,7.8,5,21,1.2,0.8,10.9,17.6,0,0.4,0.4,0.02,-2.3,-1.7,-4.1,-0.5
47,Gal Mekel,PG,25,DAL,31,292,5.4,0.4,0.233,0.14,2,8.6,5.3,30.1,0.7,0.3,25.4,19,-0.5,0.1,-0.4,-0.073,-5.7,-3.4,-9.2,-0.5
48,Patty Mills,PG,25,SAS,81,1527,18.7,0.588,0.477,0.123,2.6,9.6,6.2,15.3,2.3,0.4,8.2,22.6,3.4,2.1,5.6,0.175,3.9,-0.6,3.3,2
49,Darius Morris,PG,23,TOT,27,313,9.2,0.498,0.396,0.271,2.5,6.8,4.6,21.5,2.1,0,20.1,18.6,-0.1,0.2,0,0.006,-2.9,-2.9,-5.7,-0.3
50,Toure' Murry,PG,24,NYK,51,373,11.1,0.479,0.093,0.302,4,10.1,6.9,21.5,2.7,0.2,18.9,22.5,-0.3,0.3,0,0.002,-3.4,-1.6,-4.9,-0.3
51,Steve Nash*,PG,39,LAL,15,313,12.2,0.488,0.255,0.255,1.4,8.5,4.9,40.3,1.1,0.5,22.9,18.9,0.1,0,0.1,0.017,-2.5,-3.7,-6.2,-0.3
52,Jameer Nelson,PG,31,ORL,68,2179,13.9,0.515,0.523,0.15,1.5,10.5,6,35.1,1.2,0.2,17.3,20.1,1.6,1.2,2.8,0.062,1.1,-2.2,-1.1,0.5
53,Victor Oladipo,PG,21,ORL,80,2487,13.6,0.514,0.241,0.34,1.9,13.1,7.5,21.9,2.7,1.2,19.2,24.4,-1.4,2.8,1.3,0.026,-1.6,0.8,-0.8,0.7
54,Jannero Pargo,PG,34,CHA,29,242,18.9,0.554,0.508,0.093,0.5,8.9,4.7,40.3,3,0.3,17.5,28.4,0.2,0.4,0.5,0.105,3.1,-2.2,0.9,0.2
55,Tony Parker,PG,31,SAS,68,1997,18.9,0.555,0.073,0.266,1,7.5,4.4,31.7,0.9,0.3,12.9,26.5,3.9,1.9,5.9,0.141,1.3,-1.8,-0.5,0.8
56,Chris Paul,PG,28,LAC,62,2171,25.9,0.58,0.244,0.397,2,11.4,6.9,48.9,3.5,0.1,12.4,23.7,9,3.2,12.2,0.27,6.8,0.6,7.4,5.2
57,Phil Pressey,PG,22,BOS,75,1132,8.8,0.39,0.419,0.178,1.9,8.8,5.3,30.8,3.1,0.3,24.2,14.1,-1,1.1,0.1,0.005,-3.7,-0.6,-4.4,-0.7
58,Pablo Prigioni,PG,36,NYK,66,1283,13,0.642,0.733,0.063,3.2,8.8,5.9,25.6,2.8,0.1,23.4,9.3,2.5,0.9,3.4,0.127,1.5,-0.9,0.6,0.8
59,Luke Ridnour,PG,32,TOT,61,1141,9,0.452,0.33,0.08,2.2,7.6,4.8,24.3,1.5,0.6,16.3,16.1,-0.3,0.4,0.1,0.005,-2.7,-2.4,-5.1,-0.9
60,Austin Rivers,PG,21,NOP,69,1339,11.6,0.482,0.209,0.365,2.2,9.1,5.6,18.7,1.8,0.6,12.3,21.3,0.2,0.4,0.6,0.023,-1.5,-2.5,-3.9,-0.7
61,Brian Roberts,PG,28,NOP,72,1667,13.4,0.529,0.306,0.229,1.2,8.4,4.7,22.1,1.3,0.4,12.9,20,2,0.2,2.2,0.063,0.3,-3.2,-2.9,-0.4
62,Nate Robinson,PG,29,DEN,44,866,15.6,0.544,0.402,0.222,2.6,7.5,5,21.3,2,0.3,12.1,23.5,1.3,0.5,1.8,0.101,1.9,-2.1,-0.2,0.4
63,Rajon Rondo,PG,27,BOS,30,998,15.3,0.461,0.257,0.191,2.4,16.6,9.3,47.7,2.1,0.2,20.7,21.3,0.2,1,1.1,0.054,0.2,-0.2,0,0.5
64,Derrick Rose,PG,25,CHI,10,311,9.7,0.446,0.287,0.195,3.3,8.3,5.9,26.2,0.9,0.2,16,31.5,-0.6,0.4,-0.2,-0.036,-2.8,-2.3,-5.1,-0.2
65,Ricky Rubio,PG,23,MIN,82,2638,15.4,0.491,0.199,0.422,2.5,11.9,7.1,37.8,3.6,0.3,21.8,16.4,2.2,3.6,5.9,0.107,0,1.5,1.5,2.3
66,Dennis Schröder,PG,20,ATL,49,641,5.8,0.442,0.223,0.229,0.9,9.9,5.4,22,1.3,0,22.8,19,-1.1,0.4,-0.7,-0.054,-6.2,-2.1,-8.3,-1
67,Ramon Sessions,PG,27,TOT,83,2214,16,0.539,0.161,0.525,1.9,8.6,5.2,25.7,1.2,0.3,13.5,22.7,3.1,1.2,4.3,0.094,0.1,-2.3,-2.2,-0.1
68,Mustafa Shakur,PG,29,OKC,3,11,-8.8,0.129,0.333,0.667,0,0,0,45.1,0,0,34,23.7,-0.1,0,-0.1,-0.347,-17.4,-12.5,-29.9,-0.1
69,Chris Smith,PG,26,NYK,2,2,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.02,-5.8,-0.5,-6.2,0
70,Ish Smith,PG,25,PHO,70,1006,11.7,0.438,0.082,0.139,3.5,10.9,7.2,26,2.4,1,17.9,15.9,0,1,1,0.048,-2.7,0.5,-2.3,-0.1
71,Tyshawn Taylor,PG,23,BRK,23,270,5.4,0.427,0.132,0.33,1.3,5.3,3.3,21.4,2.3,0.3,22.9,23.5,-0.7,0.2,-0.6,-0.098,-7,-2.7,-9.7,-0.5
72,Jeff Teague,PG,25,ATL,79,2542,17.1,0.541,0.216,0.362,1.6,7.9,4.7,35.1,1.8,0.5,16.1,25.7,3.3,1.9,5.2,0.098,0.9,-2,-1.1,0.6
73,Jason Terry,PG,36,BRK,35,570,7.4,0.501,0.678,0.099,0.8,6.9,3.9,15.3,1.2,0,14.5,15.3,0,0.2,0.2,0.016,-1.4,-2.8,-4.2,-0.3
74,Isaiah Thomas,PG,24,SAC,72,2497,20.5,0.574,0.332,0.371,2.1,7.5,4.7,32.2,1.9,0.3,14.3,26.3,6.4,1.3,7.7,0.149,5,-2.1,2.9,3.1
75,Jamaal Tinsley,PG,35,UTA,8,110,1.9,0.225,0.75,0,2,9.7,5.8,29.5,1,0,31,12.1,-0.3,0,-0.3,-0.122,-6.6,-3.1,-9.7,-0.2
76,Kemba Walker,PG,23,CHA,73,2614,16.8,0.499,0.286,0.295,1.7,11.6,6.6,29.7,1.7,1,11.6,25.8,1.8,3.3,5.1,0.093,1.6,0.2,1.7,2.4
77,John Wall,PG,23,WAS,82,2980,19.5,0.524,0.23,0.295,1.5,11.7,6.5,40.5,2.6,1.1,16.3,27.4,4,4,7.9,0.128,2.4,0.2,2.6,3.4
78,Casper Ware,PG,24,PHI,9,116,13,0.538,0.5,0.143,0,8.7,4.2,13.7,3.3,0,10.1,18.1,0.1,0.1,0.2,0.071,-1.1,-2.5,-3.6,0
79,C.J. Watson,PG,29,IND,63,1193,13,0.555,0.434,0.263,1.9,7.4,4.8,14.4,2.6,0.5,13.9,16.6,1.1,2.1,3.2,0.13,-0.3,0.8,0.5,0.7
80,Earl Watson,PG,34,POR,24,161,2.1,0.47,0.636,0.364,3.4,6.6,5,22,1.6,0.4,57.1,8.1,-0.2,0.1,-0.1,-0.018,-5.1,-0.5,-5.6,-0.1
81,Maalik Wayns,PG,22,LAC,2,9,19.3,0.5,0,0,0,23.9,12.3,31.7,11.1,0,0,9.8,0,0,0.1,0.313,2,9.2,11.2,0
82,Russell Westbrook,PG,25,OKC,46,1412,24.7,0.545,0.271,0.37,4.6,15.9,10.5,40.2,3.1,0.4,16.1,34.4,3,2.3,5.2,0.178,5.2,1.2,6.4,3
83,Deron Williams,PG,29,BRK,64,2059,17.6,0.564,0.374,0.302,0.9,8.9,4.9,32.8,2.4,0.5,15,21.8,3.8,1.5,5.4,0.125,2.7,-1.5,1.2,1.6
84,Lou Williams,PG,27,ATL,60,1445,14.2,0.547,0.469,0.363,0.8,9.1,5,22.9,1.6,0.2,13.9,20.9,1.6,1,2.6,0.087,0.3,-2.1,-1.8,0.1
85,Mo Williams,PG,31,POR,74,1834,11.8,0.507,0.335,0.132,2.5,6.4,4.5,26.7,1.5,0.4,17.3,20.5,1,1.2,2.2,0.056,-0.2,-1.7,-2,0
86,Nate Wolters,PG,22,MIL,58,1309,12.7,0.486,0.159,0.231,2.8,10.5,6.5,23.3,1.4,0.9,11.7,16.8,0.9,0.2,1.2,0.043,-1.4,-2.1,-3.4,-0.5
87,Tony Wroten,PG,20,PHI,72,1765,12.9,0.493,0.233,0.403,4.1,10.1,7,20.9,2.1,0.7,17.7,27.7,-1.8,0.9,-0.9,-0.025,-2.3,-2.3,-4.6,-1.2
