Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
12,Norris Cole,PG,28,OKC,13,0,125,6.3,20.4,0.308,1.2,5.1,0.231,5.1,15.3,0.333,3.1,3.9,0.8,0,4.3,4.3,5.5,3.1,0,2.7,7.1,16.9,84,107
13,Darren Collison,PG,29,SAC,68,64,2063,8.3,17.5,0.476,1.8,4.3,0.417,6.5,13.2,0.495,3.6,4.2,0.86,0.6,3.2,3.7,7.7,1.6,0.2,2.8,2.9,22.1,113,114
14,Mike Conley,PG,29,MEM,69,68,2292,10.5,22.9,0.46,3.9,9.5,0.408,6.7,13.4,0.497,7.2,8.4,0.859,0.7,4.8,5.5,9.8,2.1,0.4,3.5,2.9,32.1,121,108
15,Quinn Cook,PG,23,TOT,14,0,188,8.8,17.6,0.5,2.9,6.9,0.423,5.9,10.7,0.55,0.5,1.3,0.4,0.3,1.6,1.9,6.9,1.1,0,3.5,3.5,21.1,105,114
16,Seth Curry,PG,26,DAL,70,42,2029,8.7,18,0.481,3.5,8.3,0.425,5.2,9.8,0.528,2.2,2.6,0.85,0.6,4,4.6,4.8,2,0.2,2.4,3.2,23,113,110
17,Stephen Curry,PG,28,GSW,79,79,2638,12.3,26.3,0.468,5.9,14.4,0.411,6.4,11.9,0.537,5.9,6.6,0.898,1.1,5.3,6.4,9.6,2.6,0.3,4.4,3.3,36.5,119,105
18,Malcolm Delaney,PG,27,ATL,73,2,1248,5.7,15.3,0.374,1,4.3,0.236,4.7,11,0.428,3,3.7,0.806,0.4,4.5,4.9,7.6,1.5,0,3.8,4.4,15.4,92,109
19,Matthew Dellavedova,PG,26,MIL,76,54,1986,5.3,13.7,0.39,2,5.5,0.367,3.3,8.2,0.404,2.1,2.5,0.854,0.6,3.1,3.8,9.1,1.4,0,3.4,3.9,14.8,102,114
20,Spencer Dinwiddie,PG,23,BRK,59,18,1334,4.8,10.7,0.444,1.4,3.6,0.376,3.4,7.1,0.478,4.5,5.7,0.792,1,4.9,5.8,6.6,1.6,0.8,2.3,4.2,15.4,116,112
21,Toney Douglas,PG,30,MEM,24,0,394,5.7,15.4,0.368,0.9,5.5,0.167,4.8,9.9,0.48,3.2,3.8,0.828,1.7,6.3,8.1,7.4,2.4,0.7,2.8,6.6,15.4,99,106
22,Goran Dragić,PG,30,MIA,73,73,2459,10.9,23,0.475,2.4,5.9,0.405,8.5,17.1,0.499,6.1,7.7,0.79,1.3,4.4,5.7,8.7,1.8,0.3,4.3,4.1,30.4,112,109
23,Kris Dunn,PG,22,MIN,78,7,1333,4.5,11.9,0.377,0.8,2.8,0.288,3.7,9.1,0.404,1.4,2.2,0.61,0.9,5.4,6.3,7.2,3,1.4,3.4,6.8,11.1,90,109
24,Tyler Ennis,PG,22,TOT,53,2,588,7.4,17.1,0.433,2.2,5.8,0.386,5.2,11.4,0.457,1.7,2.1,0.84,0.7,3,3.7,7.1,2.1,0.2,3.7,4.8,18.8,102,114
25,Dante Exum,PG,21,UTA,66,26,1228,6.6,15.5,0.427,1.9,6.4,0.295,4.7,9.1,0.519,2.5,3.1,0.795,1.3,4.4,5.6,4.7,0.9,0.5,3.4,6.2,17.6,100,109
26,Jordan Farmar,PG,30,SAC,2,0,35,5.8,17.3,0.333,5.8,13,0.444,0,4.3,0,0,0,,1.4,2.9,4.3,13,2.9,0,4.3,1.4,17.3,105,112
27,Kay Felder,PG,21,CLE,42,0,386,8,20.4,0.392,0.9,2.8,0.318,7.1,17.6,0.404,4.5,6.3,0.714,0.4,4.9,5.3,7.5,2.3,0.9,3.9,4.9,21.5,95,110
28,Raymond Felton,PG,32,LAC,80,11,1700,6.5,15.1,0.43,1.4,4.2,0.319,5.1,10.9,0.473,1.5,1.9,0.781,1,5.4,6.4,5.6,1.9,0.6,2.4,3.7,15.8,101,109
29,Yogi Ferrell,PG,23,TOT,46,29,1197,6.9,16.9,0.406,2.9,7.6,0.386,4,9.4,0.422,3.2,3.8,0.831,0.9,3.9,4.8,7.4,1.8,0.4,3,3.9,19.8,106,111
30,Tim Frazier,PG,26,NOP,65,35,1525,5.2,13,0.403,1.3,4.1,0.313,3.9,8.9,0.446,3.1,4.1,0.76,1.1,4.5,5.6,10.8,1.8,0.2,3.2,4.3,14.9,106,110
31,Langston Galloway,PG,25,TOT,74,2,1495,6.8,18,0.38,4,10.2,0.39,2.9,7.8,0.367,1.7,2.1,0.797,0.9,4.3,5.2,3.1,1.5,0.2,1.5,3.2,19.3,101,111
32,Jonathan Gibson,PG,29,DAL,17,0,231,7.9,21.4,0.368,3.4,10.1,0.333,4.5,11.3,0.4,4.7,6.5,0.724,0.2,4.7,5,5.9,1.8,0,4.7,4.7,23.9,91,111
33,Jerian Grant,PG,24,CHI,63,28,1028,6.3,14.7,0.425,2.4,6.6,0.366,3.9,8.2,0.473,3.2,3.6,0.89,0.8,4.6,5.4,5.9,2.3,0.4,2.2,4.6,18.1,114,108
34,James Harden,PG,27,HOU,81,81,2947,11,25,0.44,4.3,12.3,0.347,6.7,12.7,0.53,12.1,14.3,0.847,1.5,9.2,10.7,14.8,2,0.6,7.6,3.5,38.4,118,107
35,Devin Harris,PG,33,DAL,65,0,1087,6.5,16.3,0.399,2.8,8.5,0.328,3.7,7.9,0.476,5.1,6.2,0.829,0.5,5.6,6.1,6.5,2.1,0.3,2.7,4.8,20.9,108,109
36,Andrew Harrison,PG,22,MEM,72,18,1474,4.1,12.7,0.325,1.5,5.5,0.276,2.6,7.2,0.363,5.2,6.8,0.763,0.8,4,4.8,7,1.9,0.7,3,6.8,15,100,109
37,George Hill,PG,30,UTA,49,49,1544,9.8,20.6,0.477,3.2,7.9,0.403,6.6,12.7,0.523,5.3,6.7,0.801,0.8,4.9,5.7,6.9,1.7,0.4,2.9,3.9,28.1,119,107
38,Jrue Holiday,PG,26,NOP,67,61,2190,9.1,20,0.454,2.2,6.3,0.356,6.8,13.7,0.498,2.7,3.8,0.708,1,4.9,5.9,10.9,2.2,1,4.3,3,23,104,108
39,Marcelo Huertas,PG,33,LAL,23,1,237,5.1,14,0.368,0.8,3.9,0.211,4.3,10.1,0.429,1.9,3.5,0.529,0.4,4.5,4.9,10.7,2.1,0.4,3.9,3.3,13,92,114
40,Kyrie Irving,PG,24,CLE,72,72,2525,13.3,28.1,0.473,3.5,8.7,0.401,9.8,19.4,0.505,5.9,6.5,0.905,1,3.5,4.5,8.3,1.6,0.5,3.6,3.1,35.9,116,112
41,Jarrett Jack,PG,33,NOP,2,0,33,3,4.5,0.667,0,1.5,0,3,3,1,3,3,1,0,0,0,7.4,3,0,4.5,5.9,8.9,105,110
42,Demetrius Jackson,PG,22,BOS,5,0,17,8.8,11.7,0.75,2.9,2.9,1,5.8,8.8,0.667,8.8,17.5,0.5,5.8,5.8,11.7,8.8,0,0,0,0,29.2,167,114
43,Pierre Jackson,PG,25,DAL,8,1,84,8.1,24.2,0.333,1.9,6.8,0.273,6.2,17.3,0.357,3.7,4.3,0.857,0.6,5,5.6,11.8,1.2,0,1.9,3.1,21.7,99,112
44,Reggie Jackson,PG,26,DET,52,50,1424,10.1,24,0.419,2.3,6.5,0.359,7.7,17.5,0.442,4.2,4.8,0.868,0.7,3.3,4,9.6,1.2,0.2,4,4.6,26.7,103,110
45,Brandon Jennings,PG,27,TOT,81,13,1802,5.3,14.8,0.359,2.2,7,0.313,3.1,7.8,0.399,3.2,4.2,0.75,0.8,4.6,5.4,10.9,1.9,0.1,3.5,3.2,16,104,113
46,Tyler Johnson,PG,24,MIA,73,0,2178,8.3,19.1,0.433,2.2,5.8,0.372,6.1,13.3,0.46,4.5,5.9,0.768,1.2,5.6,6.8,5.4,1.9,1,2.1,4.1,23.2,112,107
47,Tyus Jones,PG,20,MIN,60,0,774,4.9,11.9,0.414,1.7,4.8,0.356,3.2,7.1,0.454,2.2,2.8,0.767,0.7,3.7,4.4,10.2,3.1,0.3,2.5,3.3,13.7,114,111
48,Cory Joseph,PG,25,TOR,80,22,2003,7.6,16.7,0.452,1.2,3.4,0.356,6.4,13.3,0.477,2.4,3.1,0.77,1.3,4.7,5.9,6.7,1.7,0.3,2.7,3.5,18.7,108,110
49,Nicolás Laprovíttola,PG,27,SAS,18,3,174,5.9,13.8,0.426,2.9,7.9,0.37,2.9,5.9,0.5,2.6,2.6,1,0.3,2.6,2.9,8.2,1.2,0.3,5.6,5.6,17.3,99,108
50,Ty Lawson,PG,29,SAC,69,24,1732,6.9,15.2,0.454,1,3.4,0.288,5.9,11.8,0.502,5.1,6.3,0.797,1.3,3.9,5.2,9.8,2.2,0.2,3.8,3.5,19.9,110,113
51,Damian Lillard,PG,26,POR,75,75,2694,12.2,27.4,0.444,3.9,10.7,0.37,8.2,16.8,0.492,9,10,0.895,0.8,5.9,6.8,8.1,1.3,0.4,3.6,2.8,37.3,118,113
52,Jeremy Lin,PG,28,BRK,36,33,883,9.4,21.5,0.438,3.1,8.4,0.372,6.3,13.1,0.48,6.2,7.6,0.816,0.6,6.7,7.2,9.9,2.3,0.8,4.6,4.2,28.1,109,109
53,Shaun Livingston,PG,31,GSW,76,3,1345,6.2,11.3,0.547,0,0.1,0.333,6.2,11.2,0.55,1.5,2.1,0.7,1,4.4,5.4,5,1.4,0.7,2.2,4.3,13.9,110,108
54,Kyle Lowry,PG,30,TOR,60,60,2244,9.6,20.7,0.464,4.4,10.6,0.412,5.3,10.2,0.518,6.8,8.2,0.819,1.1,5.4,6.5,9.4,2,0.4,3.9,3.8,30.4,123,109
55,John Lucas III,PG,34,MIN,5,0,11,4.6,18.4,0.25,0,4.6,0,4.6,13.8,0.333,0,0,,0,0,0,4.6,9.2,0,0,0,9.2,70,101
56,Shelvin Mack,PG,26,UTA,55,9,1205,7.4,16.6,0.446,1.6,5.2,0.308,5.8,11.4,0.51,2.3,3.4,0.688,0.9,4.6,5.4,6.7,1.8,0.1,3.9,4.4,18.7,99,107
57,T.J. McConnell,PG,24,PHI,81,51,2133,5.4,11.7,0.461,0.3,1.3,0.2,5.1,10.4,0.492,1.7,2.1,0.811,0.9,4.8,5.7,12.2,3.1,0.2,3.6,3.2,12.7,107,108
58,Patty Mills,PG,28,SAS,80,8,1754,7.9,18,0.44,4.3,10.3,0.414,3.7,7.7,0.474,1.9,2.3,0.825,0.7,3.4,4.1,8.1,1.9,0.1,2.9,3.2,22.1,114,107
59,Emmanuel Mudiay,PG,20,DEN,55,41,1406,7.2,19.1,0.377,1.9,6.2,0.315,5.3,13,0.408,4.5,5.8,0.784,1,5.2,6.2,7.5,1.4,0.5,4.3,3.3,20.9,98,114
60,Dejounte Murray,PG,20,SAS,38,8,322,7.9,18.4,0.431,1.4,3.6,0.391,6.5,14.7,0.441,3.3,4.7,0.7,0.9,5.7,6.6,7.6,1.3,0.9,6,4.6,20.6,91,106
61,Shabazz Napier,PG,25,POR,53,2,512,7.1,17.7,0.399,3.3,8.9,0.37,3.8,8.8,0.429,3.7,4.8,0.776,0.8,5.1,5.9,6.5,3.1,0.2,4,3.7,21.1,102,109
62,Jameer Nelson,PG,34,DEN,75,39,2045,6.4,14.4,0.444,2.5,6.5,0.388,3.9,7.9,0.489,1.1,1.5,0.714,0.7,3.9,4.6,9.2,1.3,0.2,3.1,4.7,16.4,111,115
63,Raul Neto,PG,24,UTA,40,0,346,6.2,13.8,0.451,1.5,4.7,0.323,4.7,9.1,0.517,1.2,1.4,0.889,0.6,3.9,4.5,5.2,3.2,0.8,2.3,7.3,15.2,105,104
64,Tony Parker,PG,34,SAS,63,63,1587,8.5,18.3,0.466,0.7,2.2,0.333,7.8,16.1,0.484,2.7,3.8,0.726,0.3,3.3,3.6,9.2,1.1,0.1,2.9,3,20.5,107,109
65,Chris Paul,PG,31,LAC,61,61,1921,9.7,20.4,0.476,3.2,7.9,0.411,6.5,12.6,0.518,6,6.8,0.892,1,6.9,7.9,14.6,3.1,0.2,3.8,3.8,28.7,126,106
66,Cameron Payne,PG,22,TOT,31,0,462,6.9,20.7,0.332,2.9,9.2,0.314,4,11.5,0.346,0.5,0.9,0.625,0.3,4.8,5.1,5.9,1.5,0.4,3.1,5.6,17.1,86,110
67,Elfrid Payton,PG,22,ORL,82,58,2412,8.8,18.7,0.471,0.8,3,0.274,8,15.7,0.509,3,4.3,0.692,1.8,6.1,8,10.9,1.8,0.8,3.7,3.6,21.5,107,111
68,Gary Payton,PG,24,MIL,6,0,99,4.1,11.3,0.364,0.5,4.6,0.111,3.6,6.7,0.538,1.5,2.6,0.6,0,6.2,6.2,6.7,1.5,2.1,5.1,4.6,10.3,74,109
69,Ronnie Price,PG,33,PHO,14,0,134,1.4,8.6,0.167,1.1,6.1,0.176,0.4,2.5,0.143,1.1,1.4,0.75,1.1,2.9,3.9,6.4,3.9,0.4,1.1,5,5,86,110
70,Chasson Randle,PG,23,TOT,26,0,299,6.6,16.3,0.408,2.7,7.8,0.34,4,8.5,0.471,6.8,7.1,0.953,1,4.3,5.3,5.6,1.5,0.3,3.2,6.5,22.8,115,113
71,Brian Roberts,PG,31,CHO,41,2,416,5.5,14.7,0.377,2,5.3,0.386,3.5,9.4,0.372,4,4.7,0.846,0.6,4.1,4.7,6.3,1.1,0.1,3.1,2.2,17.1,100,112
72,Sergio Rodríguez,PG,30,PHI,68,30,1518,6.7,17.2,0.392,3,8.1,0.365,3.8,9.1,0.415,0.6,0.9,0.667,0.7,4.4,5,11,1.6,0.1,4.1,3,17,99,112
73,Rajon Rondo,PG,30,CHI,69,42,1843,6.3,15.3,0.408,1.4,3.6,0.376,4.9,11.7,0.418,0.8,1.4,0.6,2,7.7,9.7,12.6,2.7,0.3,4.6,3.9,14.7,98,105
74,Derrick Rose,PG,28,NYK,64,64,2082,11,23.5,0.471,0.3,1.4,0.217,10.7,22,0.487,5.3,6.1,0.874,1.6,4.3,5.9,6.8,1.1,0.4,3.5,2,27.7,108,115
75,Terry Rozier,PG,22,BOS,74,0,1263,5.9,16.1,0.367,2.2,7,0.318,3.7,9.1,0.405,2,2.6,0.773,1.6,7.3,8.9,5.1,1.8,0.4,1.8,2.7,16.1,100,108
76,Ricky Rubio,PG,26,MIN,75,75,2469,5.4,13.4,0.402,1.2,4,0.306,4.1,9.3,0.443,5.2,5.9,0.891,1.4,4.9,6.3,14,2.6,0.2,4,4.1,17.2,115,112
77,D'Angelo Russell,PG,20,LAL,63,60,1811,9.4,23.3,0.405,3.6,10.3,0.352,5.8,13,0.447,4,5.1,0.782,0.8,5.1,5.9,8.2,2.3,0.4,4.7,3.5,26.5,101,113
78,Dennis Schröder,PG,23,ATL,79,78,2485,10.9,24.1,0.451,2,5.8,0.34,8.9,18.2,0.487,4.3,5.1,0.855,0.8,4.1,4.9,9.9,1.5,0.3,5.1,3,28,103,109
79,Ramon Sessions,PG,30,CHO,50,1,811,6.2,16.3,0.38,1.3,3.8,0.339,4.9,12.4,0.393,5.6,7.3,0.771,0.7,3.8,4.5,8,1.7,0.2,2.8,2.7,19.3,103,111
80,Ish Smith,PG,28,DET,81,32,1955,8.5,19.4,0.439,0.7,2.7,0.267,7.8,16.6,0.467,1.9,2.6,0.706,0.5,5.5,6.1,10.8,1.6,0.9,2.9,3.3,19.6,103,108
81,Rodney Stuckey,PG,30,IND,39,0,696,6.5,17.5,0.373,1.4,4.3,0.317,5.2,13.2,0.391,5.8,7.7,0.748,0.4,5.6,6,6,1.2,0,3.8,3.2,20.2,94,112
82,Isaiah Taylor,PG,22,HOU,4,0,52,0.9,6.5,0.143,0,1.8,0,0.9,4.6,0.2,0.9,1.8,0.5,0.9,1.8,2.8,2.8,0.9,0.9,0,5.5,2.8,73,114
83,Jeff Teague,PG,28,IND,82,82,2657,7.6,17.1,0.442,1.7,4.7,0.357,5.9,12.4,0.475,6.8,7.8,0.867,0.6,5.6,6.2,12,1.9,0.6,4.1,3.1,23.6,115,110
84,Isaiah Thomas,PG,27,BOS,76,76,2569,13.2,28.4,0.463,4.7,12.5,0.379,8.4,16,0.528,11.4,12.5,0.909,0.8,3.1,4,8.6,1.4,0.3,4.1,3.2,42.4,122,112
85,Beno Udrih,PG,34,DET,39,0,560,8.3,17.8,0.467,1,2.9,0.344,7.3,14.9,0.491,2.9,3.1,0.941,0.5,4.6,5.1,11.8,1.2,0,3.2,2.6,20.5,112,110
86,Tyler Ulis,PG,21,PHO,61,15,1123,7.8,18.6,0.421,0.9,3.4,0.266,6.9,15.3,0.455,2.3,3,0.775,0.9,3.2,4,9.6,2,0.2,3.3,3.1,18.9,102,114
87,Fred VanVleet,PG,22,TOR,37,0,294,6.7,19.1,0.351,1.9,5,0.379,4.8,14.1,0.341,3.1,3.8,0.818,0.7,6.6,7.2,6,2.8,0.5,2.6,6.2,18.4,96,106
88,Greivis Vásquez,PG,30,BRK,3,0,39,2.4,9.7,0.25,1.2,3.6,0.333,1.2,6.1,0.2,2.4,3.6,0.667,0,2.4,2.4,6.1,1.2,1.2,1.2,7.3,8.5,91,113
89,Kemba Walker,PG,26,CHO,79,79,2739,11.8,26.5,0.444,4.4,11,0.399,7.4,15.5,0.476,5.6,6.6,0.847,0.8,4.8,5.6,7.9,1.6,0.4,3.1,2.2,33.5,113,111
90,John Wall,PG,26,WAS,78,78,2836,11.2,24.9,0.451,1.5,4.7,0.327,9.7,20.2,0.48,7.3,9.2,0.801,1,4.6,5.7,14.4,2.7,0.9,5.6,2.6,31.4,111,108
91,C.J. Watson,PG,32,ORL,62,9,1012,4.7,12.1,0.387,1.6,5.1,0.305,3.1,7,0.448,2.8,3.2,0.864,0.8,3.6,4.4,5.6,2.1,0.1,2.3,4.1,13.8,103,112
92,Briante Weber,PG,24,TOT,20,0,205,6.1,14.5,0.417,0.2,2.4,0.1,5.8,12.1,0.48,2.7,3.9,0.688,1.9,4.4,6.3,5.1,2.9,0.2,1.9,3.9,15,100,107
93,Russell Westbrook,PG,28,OKC,81,81,2802,14.4,34,0.425,3.5,10.2,0.343,10.9,23.8,0.459,12.4,14.7,0.845,2.4,12.7,15.1,14.7,2.3,0.5,7.7,3.3,44.8,112,104
94,Isaiah Whitehead,PG,21,BRK,73,26,1643,5.9,14.7,0.402,1.3,4.3,0.295,4.6,10.4,0.446,2.6,3.3,0.805,0.9,4.4,5.3,5.5,1.2,1,4.1,5,15.7,91,113
95,Deron Williams,PG,32,TOT,64,44,1657,8.2,18.6,0.438,2.6,7.3,0.363,5.5,11.4,0.486,2.8,3.4,0.826,0.4,4.1,4.6,11.2,1,0.2,4.3,4.3,21.7,106,113
96,Delon Wright,PG,24,TOR,27,0,446,5.6,13.2,0.422,1.1,3.4,0.333,4.4,9.8,0.453,4.8,6.3,0.764,1.8,3.6,5.5,6.5,3.1,1.3,2.8,3.5,17,111,107
97,Joe Young,PG,24,IND,33,0,135,9.6,26.7,0.361,1.9,8.5,0.217,7.8,18.2,0.429,4.1,5.6,0.733,0.4,5.9,6.3,5.6,1.5,0,1.9,1.9,25.2,93,111
