Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
17,Jevon Carter,PG,23,MEM,39,3,577,4.8,15.9,0.303,2.9,8.8,0.333,1.9,7.1,0.265,2.2,2.8,0.813,1.2,4.5,5.7,5.9,2.2,0.9,2.8,4.7,14.8,90,109
18,Michael Carter-Williams,PG,27,TOT,28,1,372,6.1,16.2,0.374,1.3,5,0.263,4.7,11.2,0.424,4.2,7,0.604,2.5,6.7,9.2,9.2,2.6,2,2.6,6.3,17.6,106,106
19,Alex Caruso,PG,24,LAL,25,4,531,6.7,15.2,0.445,2.1,4.4,0.48,4.6,10.8,0.431,4.5,5.6,0.797,1.8,4.1,5.9,6.7,2.1,0.8,3.7,4.7,20.1,109,110
20,Troy Caupain,PG,23,ORL,4,0,16,12.2,24.5,0.5,6.1,9.2,0.667,6.1,15.3,0.4,0,0,,3.1,6.1,9.2,12.2,3.1,0,0,0,30.6,144,107
21,Joe Chealey,PG,23,CHO,1,0,8,6.1,18.2,0.333,0,0,,6.1,18.2,0.333,0,0,,0,0,0,6.1,0,0,0,6.1,12.2,86,121
22,Chris Chiozza,PG,23,HOU,7,0,33,3,11.9,0.25,3,7.4,0.4,0,4.5,0,0,0,,1.5,4.5,5.9,5.9,1.5,1.5,1.5,3,8.9,97,112
23,Darren Collison,PG,31,IND,76,76,2143,7,15,0.467,1.8,4.4,0.407,5.2,10.6,0.492,3.6,4.3,0.832,0.8,4.5,5.3,10.5,2.5,0.2,2.9,3.1,19.5,118,108
24,Mike Conley,PG,31,MEM,70,70,2342,10.4,23.8,0.438,3.3,9,0.364,7.1,14.7,0.483,7.3,8.6,0.845,0.8,4.2,5.1,9.5,2,0.5,2.8,2.6,31.4,117,111
25,Quinn Cook,PG,25,GSW,74,10,1059,9.2,19.7,0.465,3.6,9,0.405,5.5,10.7,0.515,0.9,1.2,0.769,1,6.1,7.1,5.2,0.9,0.1,2.2,4.1,22.9,110,113
26,Stephen Curry,PG,30,GSW,69,69,2331,12.9,27.3,0.472,7.2,16.5,0.437,5.7,10.8,0.525,5.4,5.9,0.916,0.9,6.6,7.5,7.4,1.9,0.5,3.9,3.4,38.4,120,110
27,Matthew Dellavedova,PG,28,TOT,48,0,812,5.9,14.7,0.405,2.7,7.9,0.338,3.3,6.8,0.482,2.5,3.2,0.808,0.4,4.3,4.7,11,0.8,0.1,4.1,4.6,17.1,107,119
28,Spencer Dinwiddie,PG,25,BRK,68,4,1914,9.1,20.6,0.442,3.1,9.2,0.335,6,11.4,0.528,7.1,8.9,0.806,0.6,3.5,4.1,7.7,1,0.4,3.8,4.7,28.4,114,113
29,Goran Dragić,PG,32,MIA,36,22,991,8.8,21.3,0.413,2.8,8.1,0.348,6,13.3,0.454,3.9,5,0.782,1,4.5,5.5,8.6,1.5,0.2,3.5,4,24.4,106,111
30,Kris Dunn,PG,24,CHI,46,44,1389,7.5,17.7,0.425,1.2,3.4,0.354,6.3,14.3,0.441,1.9,2.4,0.797,0.7,5.9,6.5,9.7,2.4,0.7,3.6,5.8,18.1,99,112
31,Trevon Duval,PG,20,MIL,3,0,6,15.5,23.2,0.667,7.7,7.7,1,7.7,15.5,0.5,0,0,,0,7.7,7.7,15.5,0,0,0,0,38.7,179,110
32,Jawun Evans,PG,22,TOT,8,0,65,2.2,10.3,0.214,0,2.2,0,2.2,8.1,0.273,0,0,,0.7,8.1,8.8,7.3,2.2,0,4.4,5.9,4.4,58,114
33,Dante Exum,PG,23,UTA,42,1,664,7.3,17.4,0.419,1.3,4.5,0.29,6,12.9,0.464,4.9,6.2,0.791,1.2,3.7,4.9,7.9,1,0.4,3.7,5,20.8,104,110
34,Raymond Felton,PG,34,OKC,33,0,379,6.8,16.6,0.407,2.5,7.5,0.328,4.3,9.1,0.473,1.5,1.6,0.923,0.5,3.7,4.2,6.4,1.2,0.7,1.7,3.6,17.5,110,111
35,Yogi Ferrell,PG,25,SAC,71,3,1067,6.7,15.4,0.435,2.4,6.5,0.362,4.3,8.9,0.488,2.6,2.9,0.896,0.6,4.2,4.8,6,1.6,0.2,1.7,2.8,18.3,114,114
36,De'Aaron Fox,PG,21,SAC,81,81,2546,9.2,20.1,0.458,1.6,4.2,0.371,7.7,15.9,0.482,5.5,7.6,0.727,0.8,4.8,5.6,10.8,2.4,0.8,4.1,3.7,25.6,110,111
37,Tim Frazier,PG,28,TOT,59,19,1120,4.8,10.8,0.444,1.5,4.2,0.366,3.3,6.6,0.494,1.7,2.2,0.759,1.7,5.3,7,10.3,1.2,0.2,3.2,4.6,12.9,114,114
38,Shai Gilgeous-Alexander,PG,20,LAC,82,73,2174,7.4,15.5,0.476,1.1,3,0.367,6.3,12.5,0.503,3.4,4.2,0.8,1.2,3.8,5,5.9,2.1,1,3.1,3.8,19.3,108,112
39,Brandon Goodwin,PG,23,DEN,16,0,57,5.2,19.8,0.261,1.7,5.2,0.333,3.4,14.6,0.235,7.8,9.5,0.818,0.9,1.7,2.6,12.1,0,0,2.6,6,19.8,103,117
40,Devonte' Graham,PG,23,CHO,46,3,676,5.3,15.5,0.343,2.4,8.7,0.281,2.9,6.8,0.421,2.5,3.3,0.761,0.7,3.8,4.5,8.7,1.7,0.1,2.2,3.5,15.6,104,115
41,Jerian Grant,PG,26,ORL,60,1,939,4.8,11.5,0.418,2.1,5.7,0.364,2.7,5.7,0.473,1.4,2.1,0.65,1,4.1,5.1,8.1,2.3,0.3,2.7,4.1,13,108,109
42,James Harden,PG,29,HOU,78,78,2867,14.4,32.7,0.442,6.5,17.6,0.368,8,15.1,0.528,12.9,14.7,0.879,1.1,7.7,8.9,10,2.7,1,6.6,4.2,48.2,118,108
43,Devin Harris,PG,35,DAL,68,2,1071,6,15.7,0.38,2.8,9.1,0.31,3.2,6.7,0.476,4.6,6.1,0.761,0.5,4.5,5.1,5.5,1.6,0.7,2.5,6,19.4,107,112
44,Andrew Harrison,PG,24,TOT,17,0,187,4.2,13.9,0.302,1.3,6.5,0.2,2.9,7.3,0.393,4.5,4.7,0.944,1.6,3.7,5.2,6.3,1,0.5,3.1,8.9,14.1,95,119
45,Shaquille Harrison,PG,25,CHI,73,11,1430,6.2,14.4,0.432,0.8,3,0.27,5.4,11.4,0.475,2.8,4.2,0.667,1.1,6.4,7.5,4.7,3,1,2,4.2,16.1,101,110
46,George Hill,PG,32,TOT,60,13,1302,6.2,13.7,0.452,1.7,5.6,0.314,4.4,8.1,0.547,2.5,3.1,0.824,1.4,4,5.4,4.9,1.9,0.3,1.9,3.7,16.6,114,110
47,Aaron Holiday,PG,22,IND,50,0,646,8,19.8,0.401,3.3,9.6,0.339,4.7,10.2,0.459,3.1,3.8,0.82,0.4,4.7,5.1,6.6,1.6,1,3,5.4,22.3,102,108
48,Kyrie Irving,PG,26,BOS,67,67,2214,13.1,27,0.487,3.8,9.4,0.401,9.4,17.6,0.533,4.7,5.3,0.873,1.5,5.7,7.3,10.1,2.2,0.7,3.7,3.6,34.7,118,108
49,Demetrius Jackson,PG,24,PHI,6,0,39,9.7,18.2,0.533,2.4,7.3,0.333,7.3,10.9,0.667,4.8,4.8,1,2.4,1.2,3.6,6.1,2.4,0,1.2,4.8,26.6,138,112
50,Frank Jackson,PG,20,NOP,61,16,1169,7.7,17.8,0.434,2.1,6.7,0.314,5.6,11.1,0.507,2.1,2.9,0.74,1,4.3,5.3,2.7,1,0.1,1.9,3.7,19.7,102,117
51,Reggie Jackson,PG,28,DET,82,82,2289,9.5,22.6,0.421,3.7,10.1,0.369,5.8,12.4,0.464,4.4,5.1,0.864,1,3.7,4.7,7.4,1.2,0.2,3.2,4.5,27.1,111,112
52,Tyler Johnson,PG,26,TOT,57,22,1529,6.9,16.7,0.413,2.9,8.3,0.346,4,8.4,0.477,3,4,0.748,1.1,4.4,5.5,5.3,1.7,0.9,2.4,3.1,19.7,107,111
53,Tyus Jones,PG,22,MIN,68,23,1560,5.7,13.7,0.415,1.2,3.9,0.317,4.5,9.8,0.453,1.8,2.1,0.841,0.7,3.4,4.1,10,2.5,0.2,1.4,2.4,14.4,116,114
54,Cory Joseph,PG,27,IND,82,9,2063,5.4,13,0.412,1.3,4.1,0.322,4.1,8.9,0.454,0.7,1,0.698,0.9,5.7,6.6,7.6,2.2,0.5,1.9,3.1,12.7,105,107
55,Brandon Knight,PG,27,TOT,39,26,736,6.7,17.5,0.381,2.8,8.7,0.318,3.9,8.8,0.443,1.8,2.3,0.794,0.7,3.3,4,4.8,1.4,0.1,2,4.2,17.9,101,119
56,Walt Lemon,PG,26,CHI,6,3,167,11,25.3,0.437,0.6,1.5,0.4,10.5,23.8,0.439,2.3,3.2,0.727,1.2,6.7,7.8,8.7,3.2,0.3,2.9,4.1,25,98,110
57,Damian Lillard,PG,28,POR,80,80,2838,11.6,26.2,0.444,4,11,0.369,7.6,15.2,0.499,8,8.8,0.912,1.2,5.2,6.3,9.4,1.5,0.6,3.6,2.5,35.3,121,112
58,Jeremy Lin,PG,30,TOT,74,4,1436,7.7,17.6,0.44,1.8,6.1,0.294,6,11.5,0.517,5.7,6.8,0.838,0.7,5.1,5.8,7.5,1.5,0.4,4,4.7,23,108,114
59,Shaun Livingston,PG,33,GSW,64,0,967,5.4,10.3,0.519,0,0.1,0,5.4,10.2,0.524,2,2.5,0.784,2.1,3.7,5.8,5.6,1.5,1.3,1.9,3.6,12.7,118,112
60,Kyle Lowry,PG,32,TOR,65,65,2213,6.6,16,0.411,3.4,9.8,0.347,3.2,6.2,0.514,3.5,4.2,0.83,0.9,5.9,6.8,12.2,2,0.7,3.9,3.6,20.1,115,108
61,Jordan Loyd,PG,25,TOR,12,0,55,7,15.7,0.444,3.5,7,0.5,3.5,8.7,0.4,7.8,9.6,0.818,0.9,7,7.8,5.2,0,0,1.7,4.4,25.3,130,112
62,Kalin Lucas,PG,29,DET,1,0,6,0,8.2,0,0,8.2,0,0,0,,16.4,16.4,1,0,24.6,24.6,8.2,0,0,0,8.2,16.4,140,104
63,Scott Machado,PG,28,LAL,4,0,19,9.8,14.7,0.667,2.4,2.4,1,7.3,12.2,0.6,2.4,2.4,1,0,0,0,7.3,2.4,0,0,4.9,24.5,165,113
64,Shelvin Mack,PG,28,TOT,57,3,1246,6.5,16.1,0.404,1.8,5.2,0.354,4.7,10.9,0.429,2.3,3.3,0.69,0.7,3.4,4.1,7.3,1.9,0.2,2.6,3.3,17.1,100,112
65,Frank Mason,PG,24,SAC,38,0,435,7.6,18.1,0.42,1.5,6.8,0.219,6.1,11.2,0.543,4.2,6.1,0.684,0.6,4,4.6,9,1.7,0.4,3.9,3.6,20.9,102,114
66,De'Anthony Melton,PG,26,PHI,76,3,1470,7.1,13.5,0.525,0.4,1.3,0.333,6.6,12.1,0.546,0.9,1.2,0.784,0.9,4.7,5.6,8.3,2.5,0.5,2.9,3.4,15.5,110,110
67,T.J. McConnell,PG,20,PHO,50,31,984,4.9,12.4,0.391,1.4,4.6,0.305,3.4,7.8,0.441,1,1.4,0.75,1.2,5.3,6.5,7.7,3.3,1.1,3.6,5.5,12.1,93,112
68,Patty Mills,PG,30,SAS,82,1,1908,7.2,17,0.425,4.1,10.3,0.394,3.1,6.6,0.475,2.3,2.6,0.854,0.6,4,4.7,6.3,1.3,0.3,2.4,3.3,20.8,112,114
69,Monte Morris,PG,23,DEN,82,6,1970,8.6,17.5,0.493,2.3,5.7,0.414,6.3,11.8,0.531,1.6,2,0.802,0.9,4,4.8,7.4,1.8,0.1,1.3,2.5,21.2,124,111
70,Emmanuel Mudiay,PG,22,NYK,59,42,1607,9.9,22.2,0.446,2.1,6.3,0.329,7.8,15.9,0.492,4.3,5.6,0.774,1,4.9,5.9,6.8,1.3,0.6,4.2,3.1,26.2,102,116
71,Jamal Murray,PG,21,DEN,75,74,2447,10.3,23.5,0.437,3.1,8.3,0.367,7.2,15.2,0.476,3.8,4.5,0.848,1.3,5.1,6.4,7.3,1.3,0.5,3.2,3.1,27.4,110,111
72,Shabazz Napier,PG,27,BRK,56,2,983,8.2,21.1,0.389,3.7,11,0.333,4.5,10,0.449,5.6,6.7,0.833,0.9,4,4.8,6.9,2,0.8,3.2,3.2,25.6,109,110
73,Raul Neto,PG,26,UTA,37,1,474,7.5,16.3,0.46,2,6.1,0.333,5.5,10.2,0.535,2.8,3.3,0.848,0.6,5.7,6.3,9.4,1.4,0.4,3.5,4.9,19.8,111,108
74,Frank Ntilikina,PG,20,NYK,43,16,904,5.1,15,0.337,1.8,6.1,0.287,3.3,8.9,0.371,1.2,1.6,0.767,0.6,4,4.6,6.5,1.6,0.7,3,5.5,13.1,88,115
75,Elie Okobo,PG,21,PHO,53,16,958,5.7,14.5,0.393,1.9,6.6,0.295,3.7,7.9,0.475,1.8,2.3,0.787,0.6,4.3,4.9,6.3,1.6,0.3,3.4,5.4,15.2,94,117
76,Tony Parker,PG,36,CHO,56,0,1003,10.3,22.4,0.46,0.6,2.5,0.255,9.7,20,0.485,4.4,6,0.734,0.7,3.3,4,10,1,0.3,3.6,2.6,25.7,106,117
77,Chris Paul,PG,33,HOU,58,58,1857,8,19,0.419,3.4,9.4,0.358,4.6,9.6,0.479,4.6,5.4,0.862,1,6,7,12.5,3,0.5,4,3.9,23.9,118,109
78,Cameron Payne,PG,24,TOT,40,13,712,6.6,15.3,0.43,1.7,5.8,0.298,4.9,9.5,0.511,2.3,2.8,0.805,0.9,4,4.9,7.3,1.9,0.6,3.1,4.4,17.1,103,115
79,Elfrid Payton,PG,24,NOP,42,42,1250,6.7,15.3,0.434,1.2,3.9,0.314,5.4,11.4,0.476,2,2.8,0.743,1.8,6.4,8.2,11.9,1.6,0.6,4.2,3,16.6,106,113
80,Gary Payton,PG,26,WAS,3,0,16,14.8,23.7,0.625,3,5.9,0.5,11.8,17.8,0.667,0,0,,3,3,5.9,11.8,8.9,3,3,5.9,32.6,135,97
81,Chasson Randle,PG,25,WAS,49,2,743,5.8,13.8,0.419,2.9,7.3,0.4,2.9,6.5,0.441,2.7,4,0.694,0.6,2.9,3.6,6.2,1.6,0.2,2.7,5.8,17.3,108,117
82,Rajon Rondo,PG,32,LAL,46,29,1369,5.9,14.7,0.405,1.7,4.8,0.359,4.2,9.9,0.428,0.8,1.2,0.639,1.2,7.1,8.3,12.5,1.9,0.2,4.3,3.4,14.4,100,110
83,Derrick Rose,PG,30,MIN,51,13,1392,12.5,25.9,0.482,1.9,5,0.37,10.6,20.9,0.509,4.7,5.5,0.856,1.1,3.7,4.8,7.6,1.1,0.4,2.8,2,31.6,114,117
84,Terry Rozier,PG,24,BOS,79,14,1791,6.9,17.9,0.387,3.2,9.1,0.353,3.7,8.8,0.422,2,2.5,0.785,0.9,7.4,8.3,6.2,1.8,0.6,1.8,2.7,19,106,108
85,Ricky Rubio,PG,28,UTA,68,67,1899,7.4,18.4,0.404,2,6.4,0.311,5.4,12,0.454,4.9,5.7,0.855,0.8,5.3,6.1,10.5,2.3,0.3,4.5,4.5,21.8,105,107
86,D'Angelo Russell,PG,22,BRK,81,81,2448,12.8,29.5,0.434,4.5,12.3,0.369,8.3,17.1,0.482,3.1,4,0.78,1,5.1,6.1,10.9,1.9,0.4,4.9,2.7,33.3,107,110
87,Tomáš Satoranský,PG,27,WAS,80,54,2164,5.6,11.6,0.485,1.4,3.5,0.395,4.2,8.1,0.524,2.9,3.5,0.819,1.8,4.3,6.1,8.7,1.8,0.3,2.6,3.8,15.5,121,116
88,Dennis Schröder,PG,25,OKC,79,14,2314,9.2,22.3,0.414,2.5,7.3,0.341,6.7,14.9,0.45,3.8,4.6,0.819,0.8,5,5.7,6.5,1.3,0.2,3.5,3.8,24.7,103,110
89,Collin Sexton,PG,20,CLE,82,72,2605,9.9,23,0.43,2.3,5.6,0.402,7.6,17.4,0.44,4.1,4.9,0.839,1.1,3.4,4.5,4.6,0.8,0.1,3.5,3.5,26.1,101,121
90,Ben Simmons,PG,22,PHI,79,79,2700,9.4,16.8,0.563,0,0.1,0,9.4,16.7,0.566,4.5,7.5,0.6,3,9.2,12.2,10.7,2,1.1,4.8,3.7,23.4,114,108
91,Kobi Simmons,PG,21,CLE,1,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,125
92,Dennis Smith,PG,21,TOT,53,50,1508,8.9,20.9,0.428,2.1,6.7,0.322,6.8,14.2,0.477,3.2,5,0.635,1,3.9,5,8.1,2.1,0.6,4.9,4.1,23.2,96,112
93,Ish Smith,PG,30,DET,56,0,1251,8.1,19.3,0.419,1.7,5.3,0.326,6.3,14,0.455,1.9,2.4,0.758,0.9,4.8,5.7,8,1.1,0.4,2.4,4.3,19.7,105,112
94,Edmond Sumner,PG,23,IND,23,2,210,5.1,14.9,0.344,1.6,6.3,0.259,3.5,8.6,0.405,3.5,5.6,0.625,2.1,3.5,5.6,2.3,2.8,1.2,2.3,6.1,15.4,91,106
95,Jeff Teague,PG,30,MIN,42,41,1264,6.7,15.8,0.423,1.3,4,0.333,5.3,11.8,0.453,4.7,5.8,0.804,0.6,3.4,4,13,1.6,0.7,3.7,3.4,19.3,112,116
96,Miloš Teodosić,PG,31,LAC,15,0,150,5.3,12.6,0.425,3.1,8.5,0.37,2.2,4.1,0.538,1.3,2.2,0.571,0.9,4.1,5,10.1,0.9,0.3,6.6,8.5,15.1,94,115
97,Evan Turner,PG,30,POR,73,2,1605,6.2,13.4,0.46,0.3,1.6,0.212,5.8,11.8,0.494,2.3,3.2,0.708,1.1,8.8,9.9,8.5,1,0.5,3.4,3.3,14.9,105,111
98,Tyler Ulis,PG,23,CHI,1,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,122
99,Fred VanVleet,PG,24,TOR,64,28,1760,6.7,16.3,0.41,3,8.1,0.378,3.6,8.3,0.441,2.6,3.1,0.843,0.6,4,4.5,8.4,1.6,0.5,2.2,3,19.1,114,110
100,Kemba Walker,PG,28,CHO,82,82,2863,12.4,28.6,0.434,4.4,12.4,0.356,8,16.2,0.494,6.5,7.6,0.844,0.9,5.2,6.1,8.2,1.7,0.6,3.6,2.2,35.7,112,114
101,John Wall,PG,28,WAS,32,32,1104,10.5,23.7,0.444,2.2,7.2,0.302,8.3,16.4,0.507,5.2,7.5,0.697,0.6,4.3,5,12,2.1,1.2,5.2,3,28.4,104,114
102,Tyrone Wallace,PG,24,LAC,62,0,628,6.9,16.3,0.424,0.3,1.4,0.211,6.6,14.9,0.444,2.3,4.3,0.526,1.5,6.1,7.6,3.2,1.6,0.5,2.7,6.2,16.4,89,112
103,Brad Wanamaker,PG,29,BOS,36,0,343,7,14.7,0.476,2.2,5.5,0.41,4.8,9.3,0.515,3.4,3.9,0.857,0.4,5.3,5.8,7.9,1.7,0.3,2.7,4.8,19.7,118,110
104,Russell Westbrook,PG,30,OKC,73,73,2630,11.2,26.1,0.428,2.1,7.3,0.29,9.1,18.8,0.481,5.3,8,0.656,1.9,12.4,14.3,13.9,2.5,0.6,5.8,4.3,29.7,105,103
105,Derrick White,PG,24,SAS,67,55,1728,7.3,15.3,0.479,1.4,4,0.338,6,11.3,0.529,2.7,3.5,0.772,1,6,7,7.4,1.9,1.3,2.7,4.1,18.7,111,110
106,Delon Wright,PG,26,TOT,75,13,1699,6.9,16,0.434,1.4,4.8,0.298,5.5,11.2,0.492,3.4,4.3,0.793,2,5.7,7.6,7.1,2.5,0.9,2.2,3,18.7,112,107
107,Trae Young,PG,20,ATL,81,81,2503,9.7,23.2,0.418,2.9,8.9,0.324,6.8,14.3,0.477,6.3,7.6,0.829,1.2,4.4,5.6,12.1,1.3,0.3,5.7,2.6,28.6,107,117
