Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
13,Mario Chalmers,PG,29,TOT,61,7,1373,6.8,16.6,0.41,1.7,5.6,0.309,5.1,11.1,0.461,8.2,9.8,0.832,0.9,5,5.9,8.6,3.3,0.5,4.1,6.8,23.5,110,106
14,Norris Cole,PG,27,NOP,45,23,1198,8.1,20,0.405,1.4,4.2,0.324,6.7,15.8,0.427,2.2,2.7,0.8,0.4,5.8,6.3,6.9,1.5,0.2,3.1,4.2,19.7,94,111
15,Darren Collison,PG,28,SAC,74,15,2219,8.2,16.8,0.486,1.9,4.7,0.401,6.3,12.1,0.519,4.2,4.9,0.858,0.6,3.1,3.7,6.9,1.6,0.1,2.8,3.1,22.4,115,112
16,Mike Conley,PG,28,MEM,56,56,1761,8.6,20.3,0.422,2.3,6.3,0.363,6.3,14.1,0.449,5.6,6.7,0.834,0.8,4,4.8,10,2,0.5,2.5,2.9,25,115,110
17,Bryce Cotton,PG,23,TOT,8,0,39,5,12.6,0.4,0,3.8,0,5,8.8,0.571,0,0,,0,0,0,3.8,3.8,0,6.3,2.5,10.1,54,109
18,Seth Curry,PG,25,SAC,44,9,692,7.1,15.5,0.455,3.5,7.7,0.45,3.6,7.8,0.46,3.1,3.7,0.833,0.6,3.5,4.2,4.6,1.5,0.2,2.5,2.8,20.7,114,112
19,Stephen Curry,PG,27,GSW,79,79,2700,14.4,28.6,0.504,7.2,15.9,0.454,7.2,12.7,0.566,6.5,7.2,0.908,1.2,6.5,7.7,9.4,3,0.3,4.7,2.9,42.5,125,103
20,Matthew Dellavedova,PG,25,CLE,76,14,1867,5.7,14.1,0.405,2.7,6.6,0.41,3,7.5,0.401,1.6,1.8,0.864,0.9,3.6,4.5,9.3,1.2,0.2,3.2,4.9,15.7,109,108
21,Spencer Dinwiddie,PG,22,DET,12,0,159,6,17.1,0.352,0.3,3.2,0.1,5.7,14,0.409,6,10.5,0.576,1.3,4.1,5.4,7,1,0,2.2,6.3,18.4,97,109
22,Toney Douglas,PG,29,NOP,61,18,1262,7.2,17.5,0.411,3.2,8,0.399,4,9.5,0.421,3.3,3.9,0.848,1,4.6,5.6,6.2,2.8,0.2,2.5,5.1,20.9,108,109
23,Goran Dragić,PG,29,MIA,72,72,2363,9.1,19,0.477,1.4,4.4,0.312,7.7,14.5,0.527,2.6,3.6,0.727,1.2,4.8,6,9.1,1.5,0.4,4,4.1,22.1,105,107
24,Tyler Ennis,PG,21,MIL,46,7,654,6.5,14.6,0.449,1,3,0.333,5.5,11.5,0.48,1.9,2.6,0.735,1,4.8,5.8,7.4,1.9,0.1,3.6,5,16,99,111
25,Jordan Farmar,PG,29,MEM,12,10,291,7.4,17.7,0.42,2.8,8,0.356,4.6,9.7,0.473,1.8,1.8,1,0.7,3.7,4.4,6.5,2.7,0.4,3.2,3.9,19.5,103,109
26,Raymond Felton,PG,31,DAL,80,31,2192,6.4,15.8,0.406,1.4,4.9,0.282,5,10.9,0.463,3.5,4.1,0.847,0.8,5.2,6,6.6,1.6,0.3,2.8,3.3,17.7,102,108
27,Tim Frazier,PG,25,TOT,51,2,741,6.4,15.4,0.419,1.1,3.2,0.333,5.4,12.2,0.442,3.6,5,0.716,1.7,5.6,7.4,10.9,2.2,0.1,4.4,4.9,17.5,103,109
28,Langston Galloway,PG,24,NYK,82,7,2033,5.8,14.9,0.393,1.9,5.7,0.344,3.9,9.2,0.423,2.2,2.9,0.754,1.1,6.2,7.3,5.2,1.9,0.6,1.5,4.5,15.8,105,108
29,Archie Goodwin,PG,21,PHO,57,13,1114,7.7,18.5,0.417,1,4.3,0.232,6.7,14.1,0.474,5.7,8.4,0.674,1.2,5,6.2,5.2,1.2,0.6,4.4,3.7,22.1,95,111
30,Andrew Goudelock,PG,27,HOU,8,0,50,8.9,19.7,0.45,1,8.9,0.111,7.9,10.8,0.727,3,3.9,0.75,1,1,2,3.9,5.9,2,6.9,3.9,21.6,83,103
31,Jerian Grant,PG,23,NYK,76,6,1265,6.3,15.9,0.394,0.9,4.1,0.22,5.4,11.8,0.454,3.9,5,0.78,0.9,4.9,5.8,7.2,2,0.4,3.5,3.9,17.3,97,108
32,Erick Green,PG,24,TOT,9,0,42,6.2,16.2,0.385,1.2,6.2,0.2,5,10,0.5,2.5,2.5,1,3.7,3.7,7.5,3.7,1.2,0,0,5,16.2,117,109
33,Jorge Gutiérrez,PG,27,CHO,12,0,63,4.8,8.8,0.545,0,1.6,0,4.8,7.2,0.667,8,8.8,0.909,0,5.6,5.6,13.5,2.4,0,4.8,2.4,17.5,124,105
34,Devin Harris,PG,32,DAL,64,0,1280,6.6,14.9,0.447,2.1,6.3,0.329,4.6,8.6,0.532,4,5.6,0.721,0.7,4.8,5.5,4.7,2.4,0.5,2.6,4.9,19.4,107,107
35,George Hill,PG,29,IND,74,73,2524,6.4,14.5,0.441,2.5,6.2,0.408,3.9,8.4,0.466,2.2,3,0.76,1.1,4.7,5.9,5.1,1.6,0.3,2,2.9,17.6,112,106
36,Kirk Hinrich,PG,35,TOT,46,7,631,3.9,10.2,0.38,1.9,4.9,0.387,2,5.3,0.373,1.2,1.3,0.938,0.6,4.9,5.6,5.8,1.2,0.2,2.4,5.1,10.9,101,109
37,Jrue Holiday,PG,25,NOP,65,23,1831,11.1,25.3,0.439,2.4,7,0.336,8.7,18.3,0.478,4.9,5.9,0.843,0.7,4.6,5.3,10.6,2.4,0.6,4.5,4,29.5,105,109
38,Marcelo Huertas,PG,32,LAL,53,0,869,5.6,13.3,0.422,0.9,3.5,0.262,4.7,9.8,0.479,1.6,1.7,0.931,1,4.2,5.2,10.5,1.5,0.4,4.6,4.4,13.7,95,114
39,Kyrie Irving,PG,23,CLE,53,53,1667,12.2,27.1,0.448,2.6,8.1,0.321,9.6,19,0.502,5.2,5.9,0.885,1.4,3.5,4.8,7.7,1.7,0.6,3.8,3.3,32.1,109,106
40,Jarrett Jack,PG,32,BRK,32,32,1027,6.9,17.6,0.391,1.5,5,0.304,5.3,12.6,0.426,4.9,5.5,0.893,0.4,6.2,6.7,11.6,1.7,0.3,4.6,3.8,20.2,101,112
41,Reggie Jackson,PG,25,DET,79,79,2424,11.2,25.9,0.434,2.5,7,0.353,8.8,18.9,0.464,6.1,7,0.864,1.2,4.1,5.3,10.2,1.2,0.2,4.6,3.9,31,109,108
42,Brandon Jennings,PG,26,TOT,48,7,868,6.5,17.6,0.368,3,9,0.329,3.5,8.6,0.409,3.3,4.5,0.731,0.9,4.6,5.6,9.8,1.7,0.4,3.3,3.3,19.2,105,108
43,Tyus Jones,PG,19,MIN,37,0,573,4.9,13.7,0.359,1.4,4.7,0.302,3.5,9.1,0.388,2.5,3.4,0.718,0.6,3.5,4.1,9.5,2.7,0.3,2.9,2.9,13.7,98,111
44,Shane Larkin,PG,23,BRK,78,17,1751,6.4,14.4,0.442,1.1,3.1,0.361,5.3,11.3,0.464,2.4,3.1,0.776,0.8,4.4,5.2,9.8,2.7,0.3,4.2,3.5,16.3,100,110
45,Ty Lawson,PG,28,TOT,66,13,1411,4.9,12.4,0.393,1.3,3.8,0.333,3.6,8.6,0.419,2.1,3,0.686,0.9,3.3,4.2,8.3,1.9,0.2,3.3,3,13,100,111
46,Damian Lillard,PG,25,POR,75,75,2676,11.5,27.5,0.419,4.3,11.4,0.375,7.3,16.1,0.45,7.7,8.7,0.892,0.8,4.8,5.6,9.6,1.2,0.5,4.5,3.1,35.1,113,110
47,Shaun Livingston,PG,30,GSW,78,3,1520,6.5,12,0.536,0.1,0.4,0.167,6.4,11.7,0.548,2.5,3,0.86,1.3,4,5.4,7.5,1.8,0.9,2.5,4.5,15.5,119,106
48,Kyle Lowry,PG,29,TOR,77,77,2851,9.3,21.7,0.427,3.8,9.9,0.388,5.4,11.8,0.461,7.2,8.9,0.811,1,5.6,6.6,9,2.9,0.6,4.1,3.8,29.6,115,104
49,Shelvin Mack,PG,25,TOT,52,27,1058,9,20.5,0.439,1.9,6.2,0.312,7,14.3,0.493,2.2,3,0.738,0.6,5.7,6.3,9.2,1.7,0.1,4.7,3.5,22.1,99,106
50,Kendall Marshall,PG,24,PHI,30,6,400,5.3,14.5,0.364,2,6,0.327,3.3,8.5,0.391,1.1,1.6,0.692,0.2,3.2,3.4,8.9,2,0.2,5.3,3.7,13.6,84,112
51,Ray McCallum,PG,24,TOT,41,6,475,5.9,15.8,0.377,1.6,4.5,0.357,4.3,11.2,0.385,1.3,1.6,0.8,0.9,4.2,5.1,6.5,1.3,0.8,2.6,3.1,14.8,95,106
52,T.J. McConnell,PG,23,PHI,81,17,1606,6.7,14.2,0.47,0.9,2.7,0.348,5.7,11.4,0.499,0.8,1.3,0.634,1.3,6.3,7.6,11.2,2.9,0.3,4.3,3.5,15,101,108
53,Jordan McRae,PG,24,TOT,22,1,195,8.8,20.1,0.436,2.6,5.7,0.455,6.2,14.4,0.429,5.4,7.2,0.75,1,4.1,5.2,6.4,0.8,0.3,3.9,4.4,25.5,107,110
54,Andre Miller,PG,39,TOT,39,4,461,6.5,11.7,0.557,0.2,0.9,0.25,6.3,10.8,0.582,2.6,3.5,0.75,1.3,4.3,5.6,9.6,1.8,0,4.1,5.1,15.8,110,108
55,Patty Mills,PG,27,SAS,81,3,1662,8,18.9,0.425,3.8,9.9,0.384,4.2,9,0.469,1.4,1.8,0.81,0.8,4,4.9,7,1.8,0.2,2.3,3.1,21.3,109,102
56,Emmanuel Mudiay,PG,19,DEN,68,66,2068,8,21.9,0.364,1.8,5.6,0.319,6.2,16.3,0.379,3.4,5.1,0.67,0.8,4.8,5.6,9,1.6,0.8,5.3,3.4,21.1,88,110
57,Shabazz Napier,PG,24,ORL,55,0,600,5.7,16.8,0.338,2.8,8.7,0.327,2.8,8.1,0.351,2.8,3.8,0.733,0.8,3.8,4.6,8.1,1.9,0.1,3.8,3.2,16.9,93,109
58,Jameer Nelson,PG,33,DEN,39,15,1036,5.5,14.9,0.368,2.1,7,0.299,3.4,7.9,0.429,1.5,1.7,0.857,0.9,4.6,5.6,9.2,1.2,0.2,3.2,4.8,14.5,99,112
59,Raul Neto,PG,23,UTA,81,53,1499,6.3,14.7,0.431,2.3,5.7,0.395,4.1,9,0.453,1.8,2.5,0.743,0.6,3.6,4.2,6.1,2.2,0.1,3.8,4.3,16.8,99,106
60,Tony Parker,PG,33,SAS,72,72,1980,9,18.4,0.493,0.7,1.7,0.415,8.4,16.7,0.501,3.4,4.4,0.76,0.4,4.1,4.6,9.8,1.4,0.3,3.4,2.9,22.2,109,103
61,Chris Paul,PG,30,LAC,74,74,2420,10.7,23.1,0.462,2.5,6.8,0.371,8.1,16.3,0.501,6.1,6.8,0.896,0.8,5.6,6.4,15.3,3.1,0.3,4,3.8,29.9,119,103
62,Cameron Payne,PG,21,OKC,57,1,698,8.1,19.8,0.41,2.6,7.9,0.324,5.5,11.9,0.467,1.4,1.7,0.792,0.6,5.4,6,7.7,2.6,0.4,3.1,5.7,20.1,104,105
63,Elfrid Payton,PG,21,ORL,73,69,2145,7.4,17,0.436,0.7,2.1,0.326,6.7,14.9,0.451,2.6,4.4,0.589,1.8,4.3,6.1,10.9,2.1,0.5,4.1,3.7,18.1,100,108
64,Phil Pressey,PG,24,TOT,23,0,283,5.2,13.5,0.385,0.7,3.1,0.222,4.5,10.4,0.433,2.2,4.3,0.52,0.5,4.8,5.4,13,3.1,0.7,5.7,4.8,13.3,88,107
65,Ronnie Price,PG,32,PHO,62,18,1211,4.7,12.1,0.384,2.7,7.9,0.347,1.9,4.3,0.453,1.2,1.6,0.756,1,3,4,5.9,3,0.5,2.8,6.5,13.3,102,108
66,Pablo Prigioni,PG,38,LAC,59,3,823,3.3,9,0.374,1.7,5.8,0.295,1.6,3.2,0.519,0.4,0.5,0.875,2.3,4.6,6.9,7.9,3.2,0.1,3,5,8.8,103,104
67,Brian Roberts,PG,30,TOT,51,0,470,7.9,17.6,0.448,1.6,4.5,0.357,6.3,13.1,0.48,4.5,5,0.894,0.6,3.7,4.4,5.8,1.1,0.2,2.5,3.7,21.9,111,109
68,Nate Robinson,PG,31,NOP,2,1,23,0,2.2,0,0,2.2,0,0,0,,0,0,,0,0,0,8.6,2.2,0,0,10.8,0,121,113
69,Rajon Rondo,PG,29,SAC,72,72,2537,6.7,14.8,0.454,1.2,3.2,0.365,5.5,11.6,0.479,1.6,2.8,0.58,1.5,6.8,8.2,15.9,2.7,0.2,5.3,3.3,16.3,105,107
70,Derrick Rose,PG,27,CHI,66,66,2097,10.7,25.1,0.427,1.1,3.6,0.293,9.6,21.5,0.449,3.4,4.3,0.793,1.1,4.3,5.4,7.4,1.1,0.3,4.2,2,25.8,96,110
71,Terry Rozier,PG,21,BOS,39,0,311,4.5,16.6,0.274,0.9,4.2,0.222,3.6,12.4,0.291,1.3,1.6,0.8,3.8,6.1,9.9,5.8,0.9,0.2,3,3.6,11.3,81,107
72,Ricky Rubio,PG,25,MIN,76,76,2323,4.8,12.7,0.374,1.3,4.1,0.326,3.4,8.6,0.396,5.8,6.8,0.847,0.9,6.2,7.1,14.3,3.5,0.2,4.2,4.4,16.6,110,107
73,D'Angelo Russell,PG,19,LAL,80,48,2259,8.7,21.3,0.41,2.9,8.2,0.351,5.8,13,0.447,3.1,4.2,0.737,1,5,6.1,5.9,2.1,0.3,4.4,3.2,23.4,96,112
74,Dennis Schröder,PG,22,ATL,80,6,1621,10,23.8,0.421,2.3,7.3,0.322,7.7,16.5,0.465,4.4,5.5,0.791,0.8,5.5,6.2,10.6,2.1,0.3,5.6,4.2,26.8,97,103
75,Ramon Sessions,PG,29,WAS,82,5,1667,8.2,17.3,0.473,1.1,3.2,0.324,7.1,14.1,0.507,6.3,8.3,0.756,0.7,5.2,5.9,7,1.3,0.1,3.4,3,23.7,109,109
76,Donald Sloan,PG,28,BRK,61,33,1318,5.9,13.4,0.44,1.5,3.8,0.384,4.4,9.6,0.462,3,4,0.75,0.7,6,6.6,10.2,1.2,0.2,3.1,2.8,16.2,110,113
77,Marcus Smart,PG,21,BOS,61,10,1667,5.4,15.5,0.348,1.8,7,0.253,3.6,8.4,0.427,3.8,4.9,0.777,2.2,5.2,7.5,5.4,2.7,0.5,2.3,5.4,16.3,101,103
78,Ish Smith,PG,27,TOT,77,53,2239,8.7,21.2,0.411,1.2,3.7,0.329,7.5,17.5,0.428,2.7,3.9,0.693,0.9,5.8,6.7,11,1.9,0.5,3.8,2.9,21.3,98,110
79,Russ Smith,PG,24,MEM,15,0,66,5.5,17.2,0.318,0.8,3.9,0.2,4.7,13.3,0.353,6.2,10.1,0.615,0.8,6.2,7,8.6,3.9,0.8,5.5,3.9,17.9,83,104
80,Rodney Stuckey,PG,29,IND,58,1,1275,7.1,17.3,0.413,0.8,3.2,0.241,6.3,14,0.453,5.1,6.2,0.829,0.7,5.3,6.1,5.5,1.7,0.3,3,3,20.1,101,105
81,Jeff Teague,PG,27,ATL,79,78,2255,9.5,21.7,0.439,2.4,6,0.4,7.1,15.6,0.454,5.7,6.8,0.837,0.7,4,4.7,10.3,2.1,0.5,4.8,3.7,27.2,105,104
82,Isaiah Thomas,PG,26,BOS,82,79,2644,10.9,25.5,0.428,3.1,8.6,0.359,7.8,16.9,0.462,8.7,10,0.871,0.8,3.6,4.5,9.4,1.7,0.2,4.1,3.1,33.6,113,107
83,Beno Udrih,PG,33,TOT,44,5,707,6.2,14.4,0.434,1.1,3.2,0.341,5.2,11.2,0.461,1.3,1.5,0.9,0.6,4.6,5.2,8.4,1,0.1,3.8,3.7,14.9,97,109
84,Greivis Vásquez,PG,29,MIL,23,0,460,5,15.3,0.326,2,8.1,0.247,3,7.2,0.415,2.4,2.9,0.846,0.6,4.7,5.2,10.1,1.1,0,4.4,4.7,14.4,90,113
85,Kemba Walker,PG,25,CHO,81,81,2885,9.9,23.1,0.427,3.2,8.5,0.371,6.7,14.6,0.459,6.5,7.6,0.847,1,5.2,6.2,7.3,2.2,0.7,3,1.9,29.4,112,105
86,John Wall,PG,25,WAS,77,77,2784,10,23.6,0.424,2,5.7,0.351,8,17.9,0.448,4.8,6,0.791,0.7,5.9,6.6,13.8,2.5,1,5.6,2.8,26.8,102,104
87,C.J. Watson,PG,31,ORL,33,2,656,3.6,10.4,0.343,1.1,3.7,0.292,2.5,6.8,0.371,2.6,3,0.872,0.8,4.3,5,6.7,1.4,0.4,1.9,3.7,10.8,102,110
88,Briante Weber,PG,23,TOT,7,4,169,4.3,11.9,0.359,0,1.5,0,4.3,10.4,0.412,0.9,1.2,0.75,2.4,5.2,7.6,6.4,2.7,0.9,2.7,3.7,9.4,88,107
89,Russell Westbrook,PG,27,OKC,80,80,2750,11.8,26.1,0.454,1.8,6.2,0.296,10,19.9,0.503,8.4,10.3,0.812,2.6,8.7,11.3,15.1,2.9,0.4,6.2,3.6,33.9,115,103
90,Deron Williams,PG,31,DAL,65,63,2106,7.8,18.7,0.414,2.3,6.8,0.344,5.4,11.9,0.454,4.3,5,0.869,0.5,4.1,4.6,9.1,1.5,0.3,3.6,3.7,22.2,105,109
91,Elliot Williams,PG,26,MEM,5,0,45,2.3,11.4,0.2,1.1,4.6,0.25,1.1,6.9,0.167,3.4,4.6,0.75,1.1,3.4,4.6,4.6,0,0,1.1,2.3,9.1,86,115
92,Mo Williams,PG,33,CLE,41,14,748,9.1,20.8,0.437,2.5,7,0.353,6.6,13.8,0.48,2.6,2.9,0.905,0.4,4.5,5,6.7,1,0.3,3.9,4.1,23.3,102,108
93,Delon Wright,PG,23,TOR,27,1,229,8.1,18.1,0.45,1.1,2.9,0.385,7,15.1,0.463,5.9,7.9,0.743,1.8,6.5,8.3,7,1.8,0.7,3.6,1.6,23.2,109,106
94,Tony Wroten,PG,22,PHI,8,3,144,7.5,22.1,0.338,1,5.8,0.176,6.5,16.3,0.396,6.8,12.6,0.541,0.7,6.5,7.1,6.8,1,0,9.9,3.7,22.8,70,112
95,Joe Young,PG,23,IND,41,0,384,8,21.9,0.367,1.3,5.9,0.217,6.7,15.9,0.423,2.6,3.2,0.8,0.8,5.7,6.5,8.4,1.9,0,4.3,3.9,19.9,88,105
