Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
11,Bobby Brown,PG,33,HOU,20,0,115,8.1,24.8,0.328,4.7,17.1,0.275,3.4,7.7,0.444,0.4,0.9,0.5,0,3,3,4.7,1.7,0,3.9,2.6,21.4,83,110
12,Lorenzo Brown,PG,27,TOR,14,0,139,5,12.1,0.412,0.7,4.3,0.167,4.3,7.8,0.545,0.7,0.7,1,0.4,5,5.3,4.6,1.8,0,1.1,2.5,11.3,102,108
13,Trey Burke,PG,25,NYK,36,9,785,12.2,24.2,0.503,2.4,6.6,0.362,9.8,17.6,0.556,2.3,3.6,0.649,0.8,3.7,4.5,10.7,1.5,0.3,2.7,2.7,29.1,117,114
14,Dwight Buycks,PG,28,DET,29,0,427,9.6,23.1,0.414,1.8,5.3,0.333,7.8,17.9,0.438,4.2,4.8,0.878,1.4,3.4,4.8,6.9,2.2,0.2,4.6,4.6,25.1,97,109
15,José Calderón,PG,36,CLE,57,32,914,5,9.9,0.503,2.4,5.2,0.464,2.6,4.7,0.545,1.3,1.6,0.8,0.8,3.8,4.5,6.3,1.4,0.1,2.2,4.3,13.7,122,115
16,Michael Carter-Williams,PG,26,CHO,52,2,835,4.4,13.4,0.332,0.8,3.4,0.237,3.6,9.9,0.365,4.3,5.2,0.82,2.2,5.9,8.1,6.8,2.6,1.3,3,5.8,14,98,107
17,Alex Caruso,PG,23,LAL,37,7,562,4.3,9.9,0.431,1.1,3.7,0.302,3.1,6.2,0.507,1.8,2.6,0.7,1.3,4.3,5.5,6.4,2,0.9,3.6,4.4,11.4,98,109
18,Mario Chalmers,PG,31,MEM,66,10,1421,6,15.8,0.379,1.9,6.8,0.277,4.1,9,0.456,4.2,4.9,0.855,0.5,5.1,5.6,7,2.8,0.5,4.2,6.4,18,96,110
19,Darren Collison,PG,30,IND,69,64,2018,7.8,15.8,0.495,2.4,5.1,0.468,5.4,10.7,0.508,3.1,3.6,0.882,0.9,3.5,4.4,9.1,2.3,0.4,2.1,3,21.2,126,110
20,Mike Conley,PG,30,MEM,12,12,373,8.7,22.8,0.381,3.3,10.4,0.312,5.4,12.3,0.44,7.2,8.9,0.803,0,3.7,3.7,6.6,1.6,0.4,2.4,3.3,27.8,108,114
21,Quinn Cook,PG,24,GSW,33,18,740,7.9,16.4,0.484,3,6.8,0.442,4.9,9.6,0.514,1.4,1.6,0.88,0.7,4.7,5.3,5.8,0.8,0.1,2.1,3.8,20.3,115,113
22,Stephen Curry,PG,29,GSW,51,51,1631,12.6,25.5,0.495,6.3,14.8,0.423,6.4,10.7,0.595,8.2,8.9,0.921,1.1,6.6,7.7,9.2,2.4,0.2,4.5,3.4,39.8,125,108
23,Malcolm Delaney,PG,28,ATL,54,3,1014,5.3,13.7,0.382,2.2,6,0.371,3,7.8,0.391,3.6,4.4,0.804,0.4,4.4,4.8,7.9,1.7,0.3,3.2,4,16.3,104,113
24,Matthew Dellavedova,PG,27,MIL,38,3,712,3.9,10.6,0.362,2,5.5,0.372,1.8,5.2,0.351,1.8,1.9,0.926,1,3.5,4.5,10.2,1,0,3.4,4.7,11.5,104,115
25,Spencer Dinwiddie,PG,24,BRK,80,58,2306,6.8,17.6,0.387,3,9.1,0.326,3.9,8.5,0.452,4.6,5.6,0.813,0.8,4.6,5.5,11,1.4,0.5,2.7,3.9,21.2,114,112
26,PJ Dozier,PG,21,OKC,2,0,3,16.5,33.1,0.5,0,0,,16.5,33.1,0.5,0,0,,0,16.5,16.5,0,0,0,16.5,16.5,33.1,59,107
27,Goran Dragić,PG,31,MIA,75,75,2378,10.2,22.7,0.45,2.3,6.3,0.37,7.9,16.4,0.481,4.6,5.7,0.801,1.1,5.3,6.5,7.6,1.3,0.3,3.5,3.8,27.4,108,109
28,Larry Drew,PG,27,TOT,10,0,70,4.8,16.4,0.292,2,6.1,0.333,2.7,10.2,0.267,0,0,,2,0,2,6.8,0,0,2,4.1,11.6,87,117
29,Kris Dunn,PG,23,CHI,52,43,1525,9.2,21.3,0.429,1.4,4.3,0.321,7.8,17,0.457,2.7,3.6,0.737,0.8,6.3,7.1,9.9,3.3,0.9,4.8,5.6,22.4,96,107
30,Tyler Ennis,PG,23,LAL,54,11,683,6.6,15.7,0.42,1,3.9,0.25,5.6,11.8,0.476,1.5,2,0.759,1.3,5.3,6.7,7.4,2.1,0.7,2.7,5.3,15.7,101,108
31,Jawun Evans,PG,21,LAC,48,4,778,5.6,15.8,0.352,0.9,3.4,0.278,4.6,12.4,0.372,2.4,3.1,0.776,0.6,4.7,5.3,6.3,2.3,0.4,2.8,6.1,14.4,90,111
32,Tyreke Evans,PG,28,MEM,52,32,1607,11.5,25.5,0.452,3.6,9,0.399,7.9,16.5,0.482,5.2,6.6,0.785,1.4,7,8.3,8.5,1.8,0.5,3.7,3,31.8,111,111
33,Dante Exum,PG,22,UTA,14,0,235,9,18.6,0.483,1.1,3.8,0.278,7.9,14.7,0.536,5.3,6.6,0.806,0.9,4.7,5.5,9.2,1.7,0.6,4.3,4.3,24.3,110,106
34,Kay Felder,PG,22,TOT,16,0,140,7.3,24.4,0.3,1.4,6.6,0.211,5.9,17.8,0.333,3.8,4.2,0.917,1,5.2,6.3,7,1,0.3,5.6,3.8,19.9,76,113
35,Raymond Felton,PG,33,OKC,82,2,1365,8.1,20.1,0.406,2.9,8.4,0.352,5.2,11.7,0.444,1.3,1.6,0.818,0.9,4.8,5.7,7.4,1.8,0.6,2.8,3.3,20.5,105,109
36,De'Aaron Fox,PG,20,SAC,73,60,2026,8.2,19.9,0.412,1.2,3.8,0.307,7,16.1,0.436,3.5,4.9,0.723,0.8,4.3,5.1,8,1.7,0.5,4.3,4.1,21.1,94,113
37,Tim Frazier,PG,27,WAS,59,11,838,4,10.2,0.395,1,3.3,0.304,3,6.9,0.44,1.4,1.8,0.767,1.1,5.7,6.8,11.5,2.8,0.4,3.4,5.7,10.4,105,107
38,Jonathan Gibson,PG,30,BOS,4,0,40,17.5,28.7,0.609,7.5,15,0.5,10,13.7,0.727,0,0,,0,3.7,3.7,5,0,0,3.7,6.2,42.5,122,111
39,Jerian Grant,PG,25,CHI,74,26,1686,6.1,14.6,0.416,1.8,5.4,0.326,4.3,9.1,0.468,4.1,5.4,0.745,0.9,4.1,5,9.9,1.8,0.2,2.6,3.8,17.9,112,112
40,Josh Gray,PG,24,PHO,5,0,86,6.1,22.8,0.268,1.7,7.2,0.231,4.5,15.6,0.286,3.9,6.1,0.636,1.1,4.5,5.6,6.7,4.5,1.1,3.9,4.5,17.8,76,107
41,Devin Harris,PG,34,TOT,71,1,1340,7,16.9,0.412,2.9,8.5,0.348,4,8.5,0.476,5.3,6.3,0.835,0.4,4.3,4.7,5.7,1.8,0.4,2.8,5.9,22.2,110,111
42,Andrew Harrison,PG,23,MEM,56,46,1326,6.9,16.4,0.422,1.8,5.4,0.331,5.1,10.9,0.467,4.7,6.1,0.78,0.9,4.1,5,6.7,1.4,1,3.1,5.3,20.3,106,113
43,Shaquille Harrison,PG,24,PHO,23,2,384,7.4,15.5,0.476,0.7,3.2,0.231,6.6,12.2,0.541,3.5,4.7,0.737,1.1,6.5,7.6,6.9,3.2,0.9,2.7,5.2,18.9,109,109
44,George Hill,PG,31,TOT,67,60,1812,6.5,14.1,0.46,2.3,5.7,0.415,4.2,8.5,0.49,3,3.9,0.786,1.2,3.8,5,5.1,1.7,0.7,2.4,3.5,18.4,113,113
45,Kyrie Irving,PG,25,BOS,60,60,1931,13.8,28.1,0.491,4.3,10.5,0.408,9.5,17.6,0.541,6,6.8,0.889,0.9,5,5.9,7.9,1.7,0.4,3.6,3.2,37.9,118,106
46,Jarrett Jack,PG,34,NYK,62,56,1548,6.1,14.2,0.427,0.8,2.8,0.291,5.3,11.4,0.459,2,2.4,0.84,0.7,5.4,6.1,11.1,1.1,0.1,3.7,3.1,14.9,103,114
47,Aaron Jackson,PG,31,HOU,1,0,35,4.2,12.7,0.333,1.4,5.6,0.25,2.8,7,0.4,1.4,2.8,0.5,2.8,1.4,4.2,1.4,0,0,1.4,5.6,11.2,91,114
48,Demetrius Jackson,PG,23,TOT,15,0,80,4.3,11,0.389,0.6,4.3,0.143,3.7,6.7,0.545,0.6,1.2,0.5,3.1,4.3,7.3,5.5,3.1,0.6,6.1,4.3,9.8,77,105
49,Reggie Jackson,PG,27,DET,45,45,1201,10.2,24,0.426,2.2,7,0.308,8.1,16.9,0.475,4.7,5.6,0.836,1.2,4,5.2,9.9,1.1,0.2,4.1,3.6,27.2,105,111
50,Mike James,PG,27,TOT,36,10,687,8.6,22.4,0.383,1.8,6.8,0.265,6.8,15.5,0.435,4.5,5.9,0.762,0.9,5.4,6.3,8.8,2,0.5,3.4,3.3,23.4,99,113
51,Brandon Jennings,PG,28,MIL,14,0,205,6.6,17.5,0.375,2.2,8,0.273,4.4,9.5,0.462,2.4,2.4,1,1.2,6.3,7.5,10.7,1.5,1,4.4,2.7,17.8,99,111
52,Tyler Johnson,PG,25,MIA,72,39,2052,7.6,17.4,0.435,2.9,7.9,0.367,4.6,9.5,0.491,2.6,3.2,0.822,0.8,5.2,6.1,4,1.5,0.8,2,3.6,20.6,109,108
53,Tyus Jones,PG,21,MIN,82,11,1467,5.1,11.2,0.457,1.5,4.4,0.349,3.6,6.8,0.528,2.4,2.8,0.877,0.5,4,4.5,7.9,3.2,0.2,2,3.7,14.2,119,110
54,Cory Joseph,PG,26,IND,82,17,2210,5.8,13.7,0.424,1.5,4.3,0.353,4.3,9.4,0.457,1.6,2.1,0.745,0.9,5.1,5.9,5.9,1.8,0.4,2,3.2,14.7,106,110
55,Shane Larkin,PG,25,BOS,54,2,775,5.4,14.1,0.384,2,5.5,0.36,3.4,8.6,0.398,2.1,2.4,0.865,1,5,5.9,6.3,1.9,0.1,2.1,3.7,14.9,104,106
56,Walt Lemon,PG,25,NOP,5,0,35,9.5,21.8,0.438,1.4,1.4,1,8.2,20.5,0.4,2.7,4.1,0.667,0,2.7,2.7,6.8,0,1.4,5.5,6.8,23.2,88,114
57,Damian Lillard,PG,27,POR,73,73,2670,11.6,26.4,0.439,4.2,11.7,0.361,7.3,14.6,0.501,9.2,10,0.916,1.2,4.9,6.1,9,1.4,0.5,3.8,2.2,36.6,120,109
58,Jeremy Lin,PG,29,BRK,1,1,25,9.7,23.3,0.417,1.9,3.9,0.5,7.8,19.4,0.4,13.6,13.6,1,0,0,0,7.8,0,0,5.8,5.8,35,110,119
59,Shaun Livingston,PG,32,GSW,71,7,1129,7.3,14.6,0.501,0,0.2,0,7.3,14.4,0.509,2.1,2.6,0.82,1.4,4.2,5.6,6,1.5,0.9,2.5,5,16.8,108,110
60,Kyle Lowry,PG,31,TOR,78,78,2510,7.9,18.5,0.427,4.7,11.7,0.399,3.2,6.8,0.474,4.4,5.1,0.854,1.3,7.2,8.5,10.5,1.7,0.4,3.6,3.8,24.9,120,107
61,Shelvin Mack,PG,27,ORL,69,3,1365,6.4,14.8,0.43,1.7,5,0.345,4.7,9.9,0.473,2.5,3.5,0.711,0.8,5.1,6,9.8,1.9,0.3,3.2,3.3,17,106,111
62,Josh Magette,PG,28,ATL,18,0,216,3.4,10.4,0.326,1.8,5,0.364,1.6,5.4,0.292,1.8,1.8,1,0.5,3.8,4.3,12.9,1.8,0.2,2,3.6,10.4,116,113
63,Frank Mason,PG,23,SAC,52,2,984,7.4,19.5,0.379,1.6,4.4,0.36,5.8,15.1,0.384,4.8,5.9,0.817,1.5,5.1,6.7,7.6,1.7,0.5,3.3,3.7,21.2,100,112
64,T.J. McConnell,PG,25,PHI,76,1,1706,5.9,11.9,0.499,0.8,1.7,0.435,5.2,10.1,0.51,0.9,1.1,0.795,1,5.3,6.4,8.5,2.6,0.4,3.2,3.4,13.5,109,105
65,Patty Mills,PG,29,SAS,82,36,2107,6.7,16.4,0.411,3.7,9.9,0.372,3,6.4,0.47,2.5,2.8,0.89,0.6,3.1,3.7,5.5,1.3,0.3,2.5,3.1,19.6,109,109
66,Monte Morris,PG,22,DEN,3,0,25,7.9,11.9,0.667,0,2,0,7.9,9.9,0.8,4,4,1,0,4,4,13.9,5.9,0,2,2,19.8,151,104
67,Emmanuel Mudiay,PG,21,TOT,64,14,1245,8.1,20.9,0.388,1.9,5.9,0.318,6.3,15.1,0.415,3.9,5.1,0.76,1,5,6.1,8.2,1.6,0.4,4.5,3.2,22,96,113
68,Dejounte Murray,PG,21,SAS,81,48,1743,7.8,17.7,0.443,0.3,1,0.265,7.6,16.7,0.454,3,4.3,0.709,3.2,10.1,13.3,6.7,2.8,0.9,3.9,4.4,19,99,101
69,Jamal Murray,PG,20,DEN,81,80,2565,9.3,20.5,0.451,3.2,8.4,0.378,6.1,12.1,0.502,4.4,4.9,0.905,1.6,4.2,5.7,5.3,1.5,0.5,3.3,3.3,26.1,112,113
70,Shabazz Napier,PG,26,POR,74,10,1535,7.2,17.2,0.42,2.7,7.1,0.376,4.6,10.1,0.45,3.8,4.5,0.841,0.8,4.7,5.5,4.9,2.6,0.5,2.9,2.7,20.9,107,106
71,Jameer Nelson,PG,35,TOT,50,0,1013,4.5,11.6,0.389,1.9,5.9,0.331,2.6,5.7,0.45,0.8,0.9,0.8,0.6,4.3,4.9,8.5,1.3,0.2,3.2,3.8,11.7,99,112
72,Raul Neto,PG,25,UTA,41,0,498,6.9,15.2,0.457,1.9,4.7,0.404,5,10.5,0.481,2.6,3.5,0.743,0.7,4.2,4.9,7.6,1.3,0.4,3.6,3.8,18.4,105,108
73,Frank Ntilikina,PG,19,NYK,78,9,1706,5.3,14.5,0.364,1.5,4.6,0.318,3.8,10,0.385,1.4,2,0.721,1.1,4.1,5.1,7.3,1.9,0.5,3.8,5.3,13.5,89,112
74,Marcus Paige,PG,24,CHO,5,0,28,7,24.4,0.286,3.5,13.9,0.25,3.5,10.5,0.333,3.5,3.5,1,0,7,7,5.2,0,0,0,0,20.9,96,114
75,Tony Parker,PG,35,SAS,55,21,1071,8.4,18.3,0.459,0.5,1.7,0.27,7.9,16.6,0.479,2.6,3.7,0.705,0.3,4.2,4.5,9.2,1.3,0,3.2,2.5,19.9,103,109
76,Chris Paul,PG,32,HOU,58,58,1847,9.8,21.3,0.46,3.8,10.1,0.38,5.9,11.2,0.532,5.4,5.9,0.919,1,7.4,8.3,12.2,2.6,0.4,3.4,3.8,28.8,126,105
77,Cameron Payne,PG,23,CHI,25,14,582,7.3,18,0.405,2.9,7.6,0.385,4.4,10.4,0.419,1,1.3,0.75,1.5,4.3,5.8,9.5,2.2,0.8,3,3.7,18.5,104,111
78,Elfrid Payton,PG,23,TOT,63,63,1808,8.8,17.9,0.493,0.8,2.5,0.326,8,15.5,0.52,2.9,4.5,0.649,1.7,5.6,7.4,10.6,2.2,0.6,4.5,4,21.4,105,111
79,Gary Payton,PG,25,TOT,23,6,221,6.6,16.3,0.405,1.3,5.5,0.24,5.3,10.8,0.49,0.7,2,0.333,2.9,6.8,9.7,4.6,1.5,0.7,1.5,6.6,15.2,99,110
80,London Perrantes,PG,23,CLE,14,0,66,1.5,9.6,0.154,0,2.2,0,1.5,7.4,0.2,2.2,3.7,0.6,0.7,2.2,3,3.7,1.5,0.7,0.7,4.5,5.2,68,115
81,Jacob Pullen,PG,28,PHI,3,0,6,8,16,0.5,0,8,0,8,8,1,0,0,,0,0,0,0,0,0,8,0,16,60,114
82,Rajon Rondo,PG,31,NOP,65,63,1705,6.5,13.8,0.468,1.4,4.2,0.333,5.1,9.6,0.526,0.7,1.3,0.543,0.9,6.5,7.4,14.9,2,0.3,4.2,3.3,15,109,109
83,Derrick Rose,PG,29,TOT,25,7,420,9.5,21.8,0.435,0.8,3.5,0.233,8.7,18.3,0.474,4.7,5.4,0.87,1.5,2.6,4.1,4.3,0.8,0.5,4.1,1.9,24.5,97,116
84,Terry Rozier,PG,23,BOS,80,16,2068,7.6,19.3,0.395,3.7,9.7,0.381,3.9,9.6,0.41,2.8,3.6,0.772,1.5,7.6,9.1,5.6,1.9,0.5,1.9,3,21.7,109,104
85,Ricky Rubio,PG,27,UTA,77,77,2254,7.7,18.4,0.418,2.1,6.1,0.352,5.6,12.3,0.451,4.9,5.7,0.866,1,6.8,7.8,9.1,2.7,0.2,4.6,4.6,22.4,105,103
86,D'Angelo Russell,PG,21,BRK,48,35,1234,10.9,26.4,0.414,3.5,10.9,0.324,7.4,15.5,0.477,3.8,5.2,0.74,1.2,6.3,7.4,9.8,1.4,0.7,5.8,3.7,29.2,98,111
87,Dennis Schröder,PG,24,ATL,67,67,2078,11.8,26.9,0.436,1.8,6.2,0.29,10,20.8,0.48,5.3,6.2,0.849,1,3.9,4.9,9.8,1.7,0.1,4.3,3.5,30.6,104,113
88,Ramon Sessions,PG,31,TOT,28,3,392,5.3,14.8,0.359,1,3.3,0.308,4.3,11.5,0.374,5.6,7.2,0.772,0.8,4.1,4.8,9.7,1.8,0.3,3.8,3.7,17.2,101,112
89,Ben Simmons,PG,21,PHI,81,81,2732,9.6,17.6,0.545,0,0.2,0,9.6,17.4,0.551,3.4,6,0.56,2.6,9,11.6,11.6,2.5,1.2,4.9,3.7,22.5,111,102
90,Kobi Simmons,PG,20,MEM,32,12,643,6.3,14.9,0.423,0.9,3.1,0.282,5.4,11.8,0.46,2,2,1,1.1,2.8,3.9,5.3,1.4,0.4,3.5,4.8,15.4,94,115
91,Dennis Smith,PG,20,DAL,69,69,2049,9.9,25.1,0.395,2.6,8.3,0.313,7.3,16.8,0.435,3.3,4.7,0.694,1.2,5.1,6.4,8.8,1.7,0.4,4.8,3.7,25.7,93,110
92,Ish Smith,PG,29,DET,82,35,2043,9.5,19.6,0.486,0.9,2.5,0.347,8.6,17.1,0.506,2,2.8,0.698,0.7,4.8,5.5,8.8,1.6,0.5,2.6,3.4,21.8,109,109
93,David Stockton,PG,26,UTA,3,0,9,11.1,16.7,0.667,11.1,16.7,0.667,0,0,,22.3,22.3,1,0,0,0,0,0,0,5.6,16.7,55.7,162,113
94,Edmond Sumner,PG,22,IND,1,0,2,25,25,1,0,0,,25,25,1,0,0,,0,25,25,0,0,0,0,25,50,200,101
95,Isaiah Taylor,PG,23,ATL,67,9,1167,6.8,16.3,0.418,0.8,3.3,0.25,6,13,0.461,4.1,5.9,0.702,0.9,3,3.9,8.6,1.4,0.4,3.5,4.9,18.6,101,114
96,Jeff Teague,PG,29,MIN,70,70,2311,7.7,17.2,0.446,1.8,4.9,0.368,5.8,12.2,0.477,4.4,5.2,0.845,0.5,4,4.5,10.6,2.2,0.5,3.8,3.7,21.5,111,112
97,Marquis Teague,PG,24,MEM,3,0,74,2.7,10.9,0.25,0.7,2.7,0.25,2,8.2,0.25,1.4,3.4,0.4,0.7,3.4,4.1,8.9,2.7,0,2,3.4,7.5,83,112
98,Miloš Teodosić,PG,30,LAC,45,36,1134,6.5,15.4,0.419,3.8,9.9,0.379,2.7,5.5,0.492,1.7,2,0.848,0.7,4.7,5.4,9,1,0.2,4.2,4.4,18.4,107,114
99,Isaiah Thomas,PG,28,TOT,32,15,862,8.8,23.6,0.373,3.1,10.5,0.293,5.7,13.1,0.438,6.6,7.4,0.893,1,2.8,3.8,8.6,0.8,0.2,5.3,3.3,27.3,99,115
100,Tyler Ulis,PG,22,PHO,71,43,1658,6.2,15.9,0.388,1.2,4.2,0.288,5,11.7,0.425,2.4,2.9,0.832,0.7,3,3.7,9,2,0.2,3.7,3.5,16,96,115
101,Fred VanVleet,PG,23,TOR,76,0,1520,7.5,17.7,0.426,3.5,8.5,0.414,4,9.2,0.437,2.7,3.3,0.832,0.8,5.2,6,7.9,2.2,0.6,2.4,4.2,21.3,115,106
102,Kemba Walker,PG,27,CHO,80,80,2736,10.5,24.3,0.431,4.1,10.7,0.384,6.4,13.6,0.469,6.5,7.5,0.864,0.6,3.9,4.4,7.9,1.6,0.4,3.2,1.7,31.6,115,111
103,John Wall,PG,27,WAS,41,41,1410,9.9,23.5,0.42,2.2,5.9,0.371,7.7,17.6,0.436,6.2,8.5,0.726,0.8,4.5,5.3,13.8,2,1.6,5.6,2.8,28.1,105,108
104,Tyrone Wallace,PG,23,LAC,30,19,851,6.3,14.1,0.445,0.6,2.3,0.25,5.7,11.8,0.483,3.5,4.5,0.782,1.2,4.8,6,4.1,1.5,0.7,2.6,4.7,16.6,102,112
105,Derrick Walton,PG,22,MIA,16,0,147,2.7,8.5,0.32,2.4,5.8,0.412,0.3,2.7,0.125,2,2,1,0.7,4.8,5.5,5.5,2.4,1,0.7,2.4,9.9,123,106
106,Briante Weber,PG,25,TOT,18,0,237,4,9,0.442,0.8,2.3,0.364,3.2,6.7,0.469,1.7,2.1,0.8,1.7,5.7,7.4,4.6,3.8,1.1,3.2,5.9,10.5,100,104
107,Russell Westbrook,PG,29,OKC,80,80,2914,12.9,28.7,0.449,1.7,5.6,0.298,11.2,23.2,0.485,7.1,9.6,0.737,2.6,11.1,13.7,14,2.5,0.3,6.5,3.4,34.5,109,104
108,Derrick White,PG,23,SAS,17,0,139,5.8,12,0.485,2.9,4.7,0.615,2.9,7.3,0.4,5.1,7.3,0.7,1.8,7.6,9.5,3.3,1.5,1.1,2.2,2.9,19.6,123,105
109,Isaiah Whitehead,PG,22,BRK,16,0,180,10.8,23.2,0.465,1.9,4.9,0.389,8.9,18.3,0.485,3.5,5.1,0.684,1.1,5.9,7,5.4,2.2,0.5,6.5,6.2,27,90,110
110,Nate Wolters,PG,26,UTA,5,0,19,2.6,15.8,0.167,0,0,,2.6,15.8,0.167,0,0,,2.6,2.6,5.3,2.6,0,0,0,2.6,5.3,58,112
111,Delon Wright,PG,25,TOR,69,4,1433,6.9,14.9,0.465,1.9,5.3,0.366,5,9.6,0.52,3.3,4,0.829,1.5,5.3,6.8,6.9,2.5,1.1,2.7,2.8,19.1,116,105
112,Joe Young,PG,25,IND,53,1,558,7.2,16.7,0.43,2.2,5.9,0.379,4.9,10.7,0.458,2,2.6,0.759,1.1,4.6,5.6,3.5,1.3,0.1,2.3,3.5,18.5,102,112
